token,label,label_gpt
a,O,O
case,O,O
of,O,O
hypotension,B,B
",",O,O
bradycardia,B,B
",",O,O
and,O,O
asystole,B,B
after,O,O
intravenous,O,O
administration,O,O
of,O,O
high,O,O
-,O,O
dose,O,O
methylprednisolone,O,O
in,O,O
a,O,O
73,O,O
-,O,O
year,O,O
-,O,O
old,O,O
patient,O,O
who,O,O
underwent,O,O
electrocardiographic,O,O
(,O,O
ECG,O,O
),O,O
monitoring,O,O
throughout,O,O
the,O,O
episode,O,O
.,O,O
There,O,O
was,O,O
a,O,O
history,O,O
of,O,O
ischemic,B,B
cardiac,B,I
disease,I,I
9,O,O
years,O,O
earlier,O,O
.,O,O
The,O,O
patient,O,O
was,O,O
admitted,O,O
with,O,O
a,O,O
pulmonary,B,B
-,I,I
renal,I,I
syndrome,I,I
with,O,O
hemoptysis,B,O
",",O,O
rapidly,O,O
progressive,O,O
renal,B,B
failure,I,I
",",O,O
and,O,O
hypoxemia,B,O
that,O,O
required,O,O
mechanical,O,O
ventilation,O,O
in,O,O
the,O,O
intensive,O,O
care,O,O
unit,O,O
.,O,O
After,O,O
receiving,O,O
advanced,O,O
cardiopulmonary,O,O
resuscitation,O,O
",",O,O
the,O,O
patient,O,O
recovered,O,O
cardiac,O,B
rhythm,O,I
.,O,O
The,O,O
ECG,O,O
showed,O,O
a,O,O
junctional,O,O
rhythm,O,O
without,O,O
ventricular,B,B
arrhythmia,I,I
.,O,O
This,O,O
study,O,O
reviews,O,O
the,O,O
current,O,O
proposed,O,O
mechanisms,O,O
of,O,O
sudden,B,O
death,I,O
after,O,O
a,O,O
high,O,O
dose,O,O
of,O,O
intravenous,O,O
methylprednisolone,O,B
(,O,O
IVMP,O,O
),O,O
.,O,O
These,O,O
mechanisms,O,O
are,O,O
not,O,O
well,O,O
understood,O,O
because,O,O
",",O,O
in,O,O
most,O,O
cases,O,O
",",O,O
the,O,O
patients,O,O
were,O,O
not,O,O
monitored,O,O
at,O,O
the,O,O
moment,O,O
of,O,O
the,O,O
event,O,O
.,O,O
Rapid,O,O
infusion,O,O
and,O,O
underlying,O,O
cardiac,B,B
disease,I,I
were,O,O
important,O,O
risk,O,O
factors,O,O
in,O,O
the,O,O
case,O,O
reported,O,O
here,O,O
",",O,O
and,O,O
the,O,O
authors,O,O
discount,O,O
ventricular,B,B
arrhythmia,I,I
as,O,O
the,O,O
main,O,O
mechanism,O,O
.,O,O
Worsening,O,O
of,O,O
levodopa,O,B
-,O,I
induced,O,I
dyskinesias,B,I
by,O,O
motor,O,O
and,O,O
mental,O,O
tasks,O,O
.,O,O
Ten,O,O
patients,O,O
who,O,O
had,O,O
Parkinson,B,B
',I,I
s,I,I
disease,I,I
with,O,O
disabling,O,O
dyskinesia,B,I
were,O,O
included,O,O
in,O,O
this,O,O
study,O,O
to,O,O
evaluate,O,O
the,O,O
role,O,O
of,O,O
mental,O,O
(,O,O
mental,O,O
calculation,O,O
),O,O
and,O,O
motor,O,O
(,O,O
flexion,O,O
/,O,O
extension,O,O
of,O,O
right,O,O
fingers,O,O
",",O,O
flexion,O,O
/,O,O
extension,O,O
of,O,O
left,O,O
fingers,O,O
",",O,O
flexion,O,O
/,O,O
extension,O,O
of,O,O
the,O,O
neck,O,O
",",O,O
speaking,O,O
aloud,O,O
),O,O
tasks,O,O
on,O,O
the,O,O
worsening,O,O
of,O,O
peak,O,O
-,O,O
dose,O,O
dyskinesia,B,I
following,O,O
administration,O,O
of,O,O
an,O,O
effective,O,O
single,O,O
dose,O,O
of,O,O
apomorphine,O,O
.,O,O
Compared,O,O
with,O,O
the,O,O
score,O,O
at,O,O
rest,O,O
(,O,O
1,O,O
.,O,O
3,O,O
+,O,O
/,O,O
-,O,O
0,O,O
.,O,O
3,O,O
),O,O
",",O,O
a,O,O
significant,O,O
aggravation,O,O
of,O,O
the,O,O
dyskinesia,B,B
score,O,O
was,O,O
observed,O,O
during,O,O
speaking,O,O
aloud,O,O
(,O,O
5,O,O
.,O,O
2,O,O
+,O,O
/,O,O
-,O,O
1,O,O
.,O,O
1,O,O
",",O,O
p,O,O
<,O,O
0,O,O
.,O,O
),O,O
",",O,O
movements,O,O
of,O,O
right,O,O
(,O,O
4,O,O
.,O,O
5,O,O
+,O,O
/,O,O
-,O,O
1,O,O
.,O,O
0,O,O
",",O,O
p,O,O
<,O,O
0,O,O
.,O,O
),O,O
left,O,O
(,O,O
3,O,O
.,O,O
7,O,O
+,O,O
/,O,O
-,O,O
0,O,O
.,O,O
8,O,O
",",O,O
p,O,O
<,O,O
0,O,O
.,O,O
),O,O
",",O,O
movements,O,O
of,O,O
the,O,O
neck,O,O
(,O,O
5,O,O
.,O,O
1,O,O
+,O,O
/,O,O
-,O,O
1,O,O
.,O,O
0,O,O
",",O,O
p,O,O
<,O,O
0,O,O
.,O,O
),O,O
",",O,O
and,O,O
mental,O,O
calculation,O,O
(,O,O
3,O,O
.,O,O
1,O,O
+,O,O
/,O,O
-,O,O
1,O,O
.,O,O
0,O,O
",",O,O
p,O,O
<,O,O
0,O,O
.,O,O
.,O,O
These,O,O
results,O,O
suggest,O,O
that,O,O
activation,O,O
tasks,O,O
such,O,O
as,O,O
could,O,O
be,O,O
used,O,O
for,O,O
objective,O,O
assessment,O,O
of,O,O
dyskinesia,B,B
severity,O,O
.,O,O
Urine,O,O
N,O,O
-,O,O
acetyl,O,O
-,O,O
beta,O,O
-,O,O
D,O,O
-,O,O
glucosaminidase,O,O
-,O,O
-,O,O
a,O,O
marker,O,O
of,O,O
tubular,O,O
damage,O,O
?,O,O
BACKGROUND,O,O
:,O,O
Although,O,O
an,O,O
indicator,O,O
of,O,O
renal,B,O
tubular,I,O
dysfunction,I,O
",",O,O
an,O,O
increased,O,O
urinary,O,O
N,O,O
-,O,O
acetyl,O,O
-,O,O
beta,O,O
-,O,O
D,O,O
-,O,O
glucosaminidase,O,O
(,O,O
NAG,O,O
),O,O
activity,O,O
might,O,O
reflect,O,O
increased,O,O
lysosomal,O,O
activity,O,O
in,O,O
renal,O,O
tubular,O,O
cells,O,O
.,O,O
METHODS,O,O
:,O,O
Puromycin,O,B
aminonucleoside,O,I
(,O,O
PAN,O,O
),O,O
was,O,O
administered,O,O
to,O,O
Sprague,O,O
Dawley,O,O
rats,O,O
to,O,O
induce,O,O
proteinuria,B,B
.,O,O
Total,O,O
protein,O,B
",",O,O
albumin,O,B
",",O,O
NAG,O,B
activity,O,I
and,O,O
protein,O,B
electrophoretic,O,I
pattern,O,I
were,O,O
assessed,O,O
in,O,O
daily,O,O
urine,O,O
samples,O,O
for,O,O
33,O,O
days,O,O
.,O,O
The,O,O
morphological,O,O
appearance,O,O
of,O,O
the,O,O
kidneys,O,O
was,O,O
examined,O,O
on,O,O
days,O,O
three,O,O
",",O,O
four,O,O
",",O,O
six,O,O
",",O,O
eight,O,O
and,O,O
thirty,O,O
three,O,O
and,O,O
the,O,O
NAG,O,B
isoenzyme,O,I
patterns,O,I
on,O,O
days,O,O
zero,O,O
",",O,O
four,O,O
",",O,O
eight,O,O
and,O,O
thirty,O,O
three,O,O
.,O,O
RESULTS,O,O
:,O,O
Following,O,O
intravenous,O,O
PAN,O,B
urine,O,O
volume,O,O
and,O,O
urine,O,O
NAG,O,B
activity,O,O
increased,O,O
significantly,O,O
by,O,O
day,O,O
two,O,O
",",O,O
but,O,O
returned,O,O
to,O,O
normal,O,O
by,O,O
day,O,O
four,O,O
.,O,O
After,O,O
day,O,O
four,O,O
all,O,O
treated,O,O
animals,O,O
exhibited,O,O
a,O,O
marked,O,O
rise,O,O
in,O,O
urine,O,O
albumin,O,B
",",O,O
total,O,O
protein,O,O
excretion,O,O
and,O,O
NAG,O,B
activity,O,O
.,O,O
Electrophoresis,O,O
showed,O,O
a,O,O
generalised,O,O
increase,O,O
in,O,O
middle,O,O
and,O,O
high,O,O
molecular,O,O
weight,O,O
urine,O,O
proteins,O,O
from,O,O
day,O,O
four,O,O
onwards,O,O
.,O,O
Protein,O,B
droplets,O,I
first,O,O
appeared,O,O
prominent,O,O
in,O,O
tubular,O,O
cells,O,O
on,O,O
day,O,O
four,O,O
.,O,O
Peak,O,O
urine,O,O
NAG,O,B
activity,O,O
and,O,O
a,O,O
change,O,O
in,O,O
NAG,O,B
isoenzyme,O,O
pattern,O,O
coincided,O,O
with,O,O
both,O,O
the,O,O
peak,O,O
proteinuria,B,O
and,O,O
the,O,O
reduction,O,O
in,O,O
intracellular,O,O
protein,O,B
and,O,O
NAG,O,B
droplets,O,I
(,O,O
day,O,O
six,O,O
onwards,O,O
),O,O
.,O,O
CONCLUSIONS,O,O
:,O,O
This,O,O
animal,O,O
model,O,O
demonstrates,O,O
that,O,O
an,O,O
increase,O,O
in,O,O
lysosomal,O,O
turnover,O,O
and,O,O
hence,O,O
urine,O,O
NAG,O,B
activity,O,O
",",O,O
occurs,O,O
when,O,O
increased,O,O
protein,O,B
is,O,O
presented,O,O
to,O,O
the,O,O
tubular,O,O
cells,O,O
.,O,O
Urine,O,O
NAG,O,B
activity,O,O
is,O,O
thus,O,O
a,O,O
measure,O,O
of,O,O
altered,O,O
function,O,O
in,O,O
the,O,O
renal,O,B
tubules,O,I
and,O,O
not,O,O
simply,O,O
an,O,O
indicator,O,O
of,O,O
damage,O,O
.,O,O
Cauda,B,B
equina,I,I
syndrome,I,I
after,O,O
spinal,O,O
anaesthesia,O,O
with,O,O
hyperbaric,O,O
5,O,O
%,O,O
lignocaine,O,O
:,O,O
a,O,O
review,O,O
of,O,O
six,O,O
cases,O,O
of,O,O
cauda,B,B
equina,I,I
syndrome,I,I
reported,O,O
to,O,O
the,O,O
Swedish,O,O
Pharmaceutical,O,O
Insurance,O,O
1993,O,O
-,O,O
1997,O,O
.,O,O
Six,O,O
cases,O,O
of,O,O
cauda,B,B
equina,I,I
syndrome,I,I
with,O,O
varying,O,O
severity,O,O
were,O,O
reported,O,O
to,O,O
the,O,O
Swedish,O,O
Pharmaceutical,O,O
Insurance,O,O
during,O,O
the,O,O
period,O,O
1993,O,O
-,O,O
1997,O,O
.,O,O
All,O,O
were,O,O
associated,O,O
with,O,O
spinal,O,B
anaesthesia,O,I
using,O,O
hyperbaric,O,O
5,O,O
%,O,O
lignocaine,O,O
.,O,O
Five,O,O
cases,O,O
had,O,O
single,O,O
-,O,O
shot,O,O
spinal,O,B
anaesthesia,O,I
and,O,O
one,O,O
had,O,O
a,O,O
repeat,O,O
spinal,O,B
anaesthetic,O,I
due,O,O
to,O,O
inadequate,O,O
block,O,O
.,O,O
The,O,O
dose,O,O
of,O,O
hyperbaric,O,O
5,O,O
%,O,O
lignocaine,O,B
administered,O,O
ranged,O,O
from,O,O
60,O,O
to,O,O
120,O,O
mg,O,O
.,O,O
Three,O,O
of,O,O
the,O,O
cases,O,O
were,O,O
most,O,O
likely,O,O
caused,O,O
by,O,O
direct,O,O
neurotoxicity,B,O
of,O,O
hyperbaric,O,O
5,O,O
%,O,O
lignocaine,O,B
.,O,O
In,O,O
the,O,O
other,O,O
3,O,O
cases,O,O
",",O,O
direct,O,O
neurotoxicity,B,O
was,O,O
also,O,O
probable,O,O
",",O,O
but,O,O
unfortunately,O,O
radiological,O,O
investigations,O,O
were,O,O
not,O,O
done,O,O
to,O,O
definitely,O,O
exclude,O,O
a,O,O
compressive,O,O
aetiology,O,O
.,O,O
All,O,O
cases,O,O
sustained,O,O
permanent,O,O
neurological,B,B
deficits,I,I
.,O,O
We,O,O
recommend,O,O
that,O,O
hyperbaric,O,O
lignocaine,O,O
should,O,O
be,O,O
administered,O,O
in,O,O
concentrations,O,O
not,O,O
greater,O,O
than,O,O
2,O,O
%,O,O
and,O,O
at,O,O
a,O,O
total,O,O
dose,O,O
preferably,O,O
not,O,O
exceeding,O,O
60,O,O
mg,O,O
.,O,O
Systemic,O,O
toxicity,B,O
following,O,O
administration,O,O
of,O,O
sirolimus,O,O
(,O,O
formerly,O,O
rapamycin,O,O
),O,O
for,O,O
psoriasis,B,B
:,O,O
association,O,O
of,O,O
capillary,B,O
leak,I,O
syndrome,I,O
with,O,O
apoptosis,O,O
of,O,O
lesional,O,O
lymphocytes,O,B
.,O,O
BACKGROUND,O,O
:,O,O
Sirolimus,O,B
(,O,O
formerly,O,O
rapamycin,O,O
),O,O
is,O,O
an,O,O
immunosuppressive,O,O
agent,O,O
that,O,O
interferes,O,O
with,O,O
T,O,O
-,O,O
cell,O,O
activation,O,O
.,O,O
After,O,O
2,O,O
individuals,O,O
with,O,O
psoriasis,B,B
developed,O,O
a,O,O
capillary,B,O
leak,I,O
syndrome,I,O
following,O,O
treatment,O,O
with,O,O
oral,O,O
sirolimus,O,B
lesional,O,O
skin,O,O
cells,O,O
and,O,O
activated,O,O
peripheral,O,O
blood,O,O
cells,O,O
were,O,O
analyzed,O,O
for,O,O
induction,O,O
of,O,O
apoptosis,O,O
.,O,O
OBSERVATIONS,O,O
:,O,O
A,O,O
keratome,O,O
skin,O,O
specimen,O,O
from,O,O
1,O,O
patient,O,O
with,O,O
sirolimus,O,B
-,O,O
induced,O,O
capillary,B,B
leak,I,I
syndrome,I,I
had,O,O
a,O,O
2,O,O
.,O,O
3,O,O
-,O,O
fold,O,O
increase,O,O
in,O,O
percentage,O,O
of,O,O
apoptotic,O,B
cells,O,I
(,O,O
to,O,O
48,O,O
%,O,O
),O,O
compared,O,O
with,O,O
an,O,O
unaffected,O,O
sirolimus,O,B
-,O,O
treated,O,O
patient,O,O
with,O,O
psoriasis,B,B
(,O,O
21,O,O
%,O,O
),O,O
.,O,O
Activated,O,O
peripheral,O,O
blood,O,O
T,O,O
cells,O,O
from,O,O
patients,O,O
with,O,O
psoriasis,B,B
tended,O,O
to,O,O
exhibit,O,O
greater,O,O
spontaneous,O,O
or,O,O
dexamethasone,O,O
-,O,O
induced,O,O
apoptosis,O,B
than,O,O
did,O,O
normal,O,O
T,O,O
cells,O,O
",",O,O
particularly,O,O
in,O,O
the,O,O
presence,O,O
of,O,O
sirolimus,O,B
.,O,O
CONCLUSIONS,O,O
:,O,O
Severe,O,O
adverse,O,O
effects,O,O
of,O,O
sirolimus,O,B
include,O,O
fever,B,B
",",O,O
anemia,B,B
",",O,O
and,O,O
capillary,B,B
leak,I,I
syndrome,I,I
.,O,O
These,O,O
symptoms,O,O
may,O,O
be,O,O
the,O,O
result,O,O
of,O,O
drug,O,O
-,O,O
induced,O,O
apoptosis,O,O
of,O,O
lesional,O,O
leukocytes,O,O
",",O,O
especially,O,O
activated,O,O
T,O,B
lymphocytes,O,I
",",O,O
and,O,O
possibly,O,O
release,O,O
of,O,O
inflammatory,O,O
mediators,O,O
.,O,O
Because,O,O
patients,O,O
with,O,O
severe,O,O
psoriasis,B,B
may,O,O
develop,O,O
capillary,B,B
leak,I,I
from,O,O
various,O,O
systemic,O,O
therapies,O,O
",",O,O
clinical,O,O
monitoring,O,O
is,O,O
advisable,O,O
for,O,O
patients,O,O
with,O,O
inflammatory,B,O
diseases,I,O
who,O,O
are,O,O
treated,O,O
with,O,O
immune,O,O
modulators,O,O
.,O,O
Effect,O,O
of,O,O
lithium,O,O
maintenance,O,O
therapy,O,O
on,O,O
thyroid,O,B
and,O,I
parathyroid,O,B
function,O,I
.,O,O
OBJECTIVES,O,O
:,O,O
To,O,O
assess,O,O
changes,O,O
induced,O,O
by,O,O
lithium,O,O
maintenance,O,O
therapy,O,O
on,O,O
the,O,O
incidence,O,O
of,O,O
thyroid,O,B
",",O,O
parathyroid,O,B
and,O,I
ion,O,O
alterations,O,O
.,O,O
These,O,O
were,O,O
evaluated,O,O
with,O,O
respect,O,O
to,O,O
the,O,O
duration,O,O
of,O,O
lithium,O,O
therapy,O,O
",",O,O
age,O,O
",",O,O
sex,O,O
",",O,O
and,O,O
family,O,O
history,O,O
(,O,O
whether,O,O
or,O,O
not,O,O
the,O,O
patient,O,O
had,O,O
a,O,O
first,O,O
-,O,O
degree,O,O
relative,O,O
with,O,O
thyroid,B,B
disease,I,I
),O,O
.,O,O
DESIGN,O,O
:,O,O
Prospective,O,O
study,O,O
.,O,O
SETTING,O,O
:,O,O
Affective,O,O
Disorders,O,O
Clinic,O,O
at,O,O
St,O,O
.,O,O
Mary,O,O
',O,O
s,O,O
Hospital,O,O
",",O,O
Montreal,O,O
.,O,O
PATIENTS,O,O
:,O,O
One,O,O
hundred,O,O
and,O,O
one,O,O
patients,O,O
(,O,O
28,O,O
men,O,O
and,O,O
73,O,O
women,O,O
),O,O
with,O,O
bipolar,B,B
disorder,I,I
receiving,O,O
lithium,O,O
maintenance,O,O
therapy,O,O
ranging,O,O
from,O,O
1,O,O
year,O,O
',O,O
s,O,O
to,O,O
32,O,O
years,O,O
',O,O
duration,O,O
.,O,O
The,O,O
control,O,O
group,O,O
consisted,O,O
of,O,O
82,O,O
patients,O,O
with,O,O
no,O,O
psychiatric,B,B
or,O,O
endocrinological,O,B
diagnoses,O,I
from,O,O
the,O,O
hospital,O,O
',O,O
s,O,O
out,O,O
-,O,O
patient,O,O
clinics,O,O
.,O,O
OUTCOME,O,O
MEASURES,O,O
:,O,O
Laboratory,O,O
analyses,O,O
of,O,O
calcium,O,B
",",O,O
magnesium,O,B
and,O,O
thyroid,O,B
-,O,I
stimulating,O,I
hormone,O,I
levels,O,O
performed,O,O
before,O,O
beginning,O,O
lithium,O,O
therapy,O,O
and,O,O
at,O,O
biannual,O,O
follow,O,O
-,O,O
up,O,O
.,O,O
RESULTS,O,O
:,O,O
Hypothyroidism,B,B
developed,O,O
in,O,O
40,O,O
patients,O,O
",",O,O
excluding,O,O
8,O,O
patients,O,O
who,O,O
were,O,O
hypothyroid,B,B
at,O,O
baseline,O,O
.,O,O
All,O,O
patients,O,O
having,O,O
first,O,O
-,O,O
degree,O,O
relatives,O,O
affected,O,O
by,O,O
thyroid,B,B
illness,I,I
had,O,O
accelerated,O,O
onset,O,O
of,O,O
hypothyroidism,B,B
(,O,O
3,O,O
.,O,O
7,O,O
years,O,O
after,O,O
onset,O,O
of,O,O
lithium,O,B
therapy,O,I
),O,O
compared,O,O
with,O,O
patients,O,O
without,O,O
a,O,O
family,O,O
history,O,O
(,O,O
8,O,O
.,O,O
6,O,O
years,O,O
after,O,O
onset,O,O
of,O,O
lithium,O,B
therapy,O,I
),O,O
.,O,O
Women,O,O
over,O,O
60,O,O
years,O,O
of,O,O
age,O,O
were,O,O
more,O,O
often,O,O
affected,O,O
by,O,O
hypothyroidism,B,B
than,O,O
women,O,O
under,O,O
60,O,O
years,O,O
of,O,O
age,O,O
(,O,O
34,O,O
.,O,O
6,O,O
%,O,O
versus,O,O
31,O,O
.,O,O
9,O,O
%,O,O
.,O,O
Magnesium,O,O
levels,O,O
in,O,O
patients,O,O
on,O,O
lithium,O,B
treatment,O,I
were,O,O
unchanged,O,O
from,O,O
baseline,O,O
levels,O,O
.,O,O
After,O,O
lithium,O,O
treatment,O,O
",",O,O
calcium,O,B
levels,O,I
were,O,O
higher,O,O
than,O,O
either,O,O
baseline,O,O
levels,O,O
or,O,O
control,O,O
levels,O,O
.,O,O
Thus,O,O
",",O,O
lithium,O,O
treatment,O,O
counteracted,O,O
the,O,O
decrease,O,O
in,O,O
plasma,O,O
calcium,O,B
levels,O,I
associated,O,O
with,O,O
aging,O,O
.,O,O
CONCLUSIONS,O,O
:,O,O
Familial,O,O
thyroid,B,B
illness,I,I
is,O,O
a,O,O
risk,O,O
factor,O,O
for,O,O
hypothyroidism,B,B
and,O,O
hypercalcemia,B,B
during,O,O
lithium,O,O
therapy,O,O
.,O,O
Severe,O,O
immune,O,B
hemolytic,B,I
anemia,I,I
associated,O,O
with,O,O
prophylactic,O,O
use,O,O
of,O,O
cefotetan,O,O
in,O,O
obstetric,O,O
and,O,O
gynecologic,O,O
procedures,O,O
.,O,O
Second,O,O
-,O,O
and,O,O
third,O,O
-,O,O
generation,O,O
cephalosporins,O,O
",",O,O
especially,O,O
cefotetan,O,O
",",O,O
are,O,O
increasingly,O,O
associated,O,O
with,O,O
severe,O,O
",",O,O
sometimes,O,O
fatal,O,O
immune,O,B
hemolytic,B,I
anemia,I,I
.,O,O
We,O,O
noticed,O,O
that,O,O
10,O,O
of,O,O
our,O,O
35,O,O
cases,O,O
of,O,O
cefotetan,O,O
-,O,O
induced,O,O
hemolytic,B,I
anemias,I,I
were,O,O
in,O,O
patients,O,O
who,O,O
had,O,O
received,O,O
cefotetan,O,O
prophylactically,O,O
for,O,O
obstetric,O,O
and,O,O
gynecologic,O,O
procedures,O,O
.,O,O
Eight,O,O
of,O,O
these,O,O
cases,O,O
of,O,O
severe,O,O
immune,O,B
hemolytic,B,I
anemia,I,I
are,O,O
described,O,O
.,O,O
Effects,O,O
of,O,O
nonsteroidal,O,O
anti,O,O
-,O,O
inflammatory,O,O
drugs,O,O
on,O,O
hemostasis,O,O
in,O,O
patients,O,O
with,O,O
aneurysmal,B,B
subarachnoid,I,I
hemorrhage,I,I
.,O,O
Platelet,O,O
function,O,O
is,O,O
impaired,O,O
by,O,O
nonsteroidal,O,O
anti,O,O
-,O,O
inflammatory,O,O
drugs,O,O
