token,label,label_gpt
ligand,O,O
-,O,O
dependent,O,O
manner,O,O
.,O,O
(,O,O
ABSTRACT,O,O
TRUNCATED,O,O
AT,O,O
250,O,O
WORDS,O,O
),O,O
The,O,O
transcriptional,O,O
response,O,O
of,O,O
the,O,O
IL,B,B-protein
-,I,I-protein
2R,I,I-protein
alpha,I,I-protein
gene,I,O
to,O,O
stimulation,O,O
by,O,O
IL,B,B-protein
-,I,I-protein
1,I,I-protein
+,O,O
IL,B,B-protein
-,I,I-protein
2,I,I-protein
is,O,O
biphasic,O,O
.,O,O
It,O,O
also,O,O
primes,O,O
cells,O,O
to,O,O
become,O,O
IL,B,B-protein
-,I,I-protein
2,I,I-protein
responsive,O,O
and,O,O
thereby,O,O
prepares,O,O
the,O,O
second,O,O
phase,O,O
",",O,O
in,O,O
which,O,O
IL,B,B-protein
-,I,I-protein
2,I,I-protein
induces,O,O
a,O,O
100,O,O
-,O,O
fold,O,O
further,O,O
increase,O,O
in,O,O
IL,B,B-protein
-,I,I-protein
2R,I,I-protein
alpha,I,I-protein
transcripts,I,O
.,O,O
Transient,O,O
transfection,O,O
experiments,O,O
show,O,O
that,O,O
several,O,O
elements,O,O
in,O,O
the,O,O
promoter,B,O
-,I,O
proximal,I,O
region,I,O
of,O,O
the,O,O
IL,B,B-protein
-,I,I-protein
2R,I,I-protein
alpha,I,I-protein
gene,I,I-protein
contribute,O,O
to,O,O
IL,B,B-protein
-,I,I-protein
1,I,I-protein
responsiveness,O,O
",",O,O
most,O,O
importantly,O,O
an,O,O
NF,B,B-protein
-,I,I-protein
kappa,I,I-protein
B,I,I-protein
site,I,O
conserved,O,O
in,O,O
the,O,O
human,B,B-cell_type
and,I,O
mouse,I,B-cell_type
gene,I,O
.,O,O
IL,B,B-protein
-,I,I-protein
2,I,I-protein
responsiveness,O,O
",",O,O
on,O,O
the,O,O
other,O,O
hand,O,O
",",O,O
depends,O,O
on,O,O
a,O,O
78,B,O
-,I,O
nucleotide,I,O
segment,I,O
1,O,O
.,O,O
3,O,O
kilobases,O,O
upstream,O,O
of,O,O
the,O,O
major,B,O
transcription,I,O
start,I,O
site,I,O
Epstein,O,O
virus,O,O
(,O,O
EBV,O,O
),O,O
is,O,O
known,O,O
to,O,O
infect,O,O
B,O,O
cells,O,O
and,O,O
epithelial,O,O
.,O,O
The,O,O
appearance,O,O
BamHI,B,O
ZLF,I,O
-,I,O
1,I,O
gene,I,O
product,I,O
",",O,O
ZEBRA,B,O
by,O,O
RT,O,O
PCR,O,O
was,O,O
observed,O,O
within,O,O
8,O,O
hr,O,O
infection,O,O
Transcripts,O,O
encoding,O,O
gp350,B,O
/,I,O
220,I,O
coat,I,O
protein,I,O
were,O,O
identified,O,O
but,O,O
we,O,O
did,O,O
not,O,O
find,O,O
any,O,O
evidence,O,O
from,O,O
LMP,B,O
2A,I,O
or,O,O
EBER,B,O
loci,I,O
in,O,O
infected,O,O
thymocytes,O,O
The,O,O
main,O,O
difference,O,O
is,O,O
that,O,O
with,O,O
thymocytes,O,B
",",O,O
no,O,O
evidence,O,O
could,O,O
be,O,O
found,O,O
that,O,O
the,O,O
virus,O,O
ever,O,O
circularizes,O,O
.,O,O
Rather,O,O
",",O,O
EBV,O,B
remains,O,O
in,O,O
a,O,O
linear,O,O
configuration,O,O
from,O,O
which,O,O
replicative,B,O
genes,I,O
are,O,O
transcribed,O,O
.,O,O
Several,O,O
recent,O,O
studies,O,O
have,O,O
implicated,O,O
Jak,O,B
kinases,O,O
in,O,O
the,O,O
signaling,O,O
pathway,O,O
induced,O,O
by,O,O
IL,B,B
-,I,I
2,I,I
.,O,O
We,O,O
demonstrate,O,O
",",O,O
through,O,O
the,O,O
deletion,O,O
of,O,O
the,O,O
human,B,O
UDG,I,B
promoter,I,O
sequences,I,O
",",O,O
that,O,O
expression,O,O
of,O,O
E2F,B,B
-,I,I
1,I,I
activates,O,O
the,O,O
UDG,B,B
promoter,I,O
through,O,O
several,O,O
E2F,B,B
sites,I,O
.,O,O
Overexpression,O,O
of,O,O
UDG,B,B
in,O,O
Saos,O,B
2,O,I
cells,O,O
was,O,O
observed,O,O
to,O,O
delay,O,O
growth,O,O
late,O,O
in,O,O
G1,O,O
phase,O,O
and,O,O
transiently,O,O
arrest,O,O
these,O,O
cells,O,O
from,O,O
progressing,O,O
into,O,O
the,O,O
S,O,B
phase,O,I
.,O,O
Cellular,O,O
and,O,O
molecular,O,O
mechanisms,O,O
of,O,O
IFN,B,B
-,I,I
gamma,I,I
production,O,O
induced,O,O
by,O,O
IL,B,B
-,I,I
2,I,I
and,O,I
IL,B,B
-,I,I
12,I,I
in,O,O
a,O,O
human,O,O
NK,O,B
cell,O,I
line,O,I
.,O,O
In,O,O
addition,O,O
",",O,O
when,O,O
used,O,O
together,O,O
IL,B,B
-,I,I
2,I,I
and,O,I
IL,B,B
-,I,I
12,I,I
synergized,O,O
in,O,O
the,O,O
induction,O,O
of,O,O
IFN,B,B
-,I,I
gamma,I,I
and,O,I
GM,B,B
-,I,I
CSF,I,I
and,O,I
this,O,O
synergy,O,O
was,O,O
attributed,O,O
to,O,O
an,O,O
increased,O,O
accumulation,O,O
and,O,O
stability,O,O
of,O,O
the,O,O
IFN,B,B
-,I,I
gamma,I,I
and,I,I
GM,I,B
-,I,I
CSF,I,I
mRNAs,I,O
.,O,O
To,O,O
investigate,O,O
the,O,O
signaling,O,O
pathways,O,O
involved,O,O
in,O,O
the,O,O
gene,O,O
induction,O,O
",",O,O
five,O,O
inhibitors,O,O
",",O,O
cyclosporin,O,B
A,O,I
(,O,O
CsA,O,B
),O,O
",",O,O
transforming,B,O
growth,I,O
factor,I,O
-,I,O
beta,I,O
",",O,O
cycloheximide,O,B
",",O,O
genistein,O,B
",",O,O
and,O,O
staurosporine,O,B
A,O,I
",",O,O
were,O,O
used,O,O
in,O,O
analyzing,O,O
the,O,O
effects,O,O
of,O,O
IL,B,O
-,I,O
2,I,O
and,O,O
IL,B,O
-,I,O
12,I,O
on,O,O
NK3,O,B
.,O,O
3,O,O
cells,O,O
.,O,O
In,O,O
addition,O,O
",",O,O
IL,B,O
-,I,O
2,I,O
but,O,O
not,O,O
IL,B,O
-,I,O
12,I,O
induced,O,O
nuclear,B,O
factors,I,O
NF,B,B
-,I,I
kappa,I,I
B,I,I
and,O,O
AP1,B,B
",",O,O
and,O,O
regulation,O,O
of,O,O
the,O,O
nuclear,O,O
levels,O,O
of,O,O
these,O,O
two,O,O
DNA,B,O
binding,I,O
protein,I,O
complexes,I,O
is,O,O
correlated,O,O
with,O,O
IFN,O,B
-,O,I
gamma,O,I
and,O,O
GM,O,B
-,O,I
CSF,O,I
gene,O,O
expression,O,O
.,O,O
One,O,O
substrate,O,O
is,O,O
p95vav,B,B-protein
",",O,O
which,O,O
is,O,O
expressed,O,O
exclusively,O,O
in,O,O
hematopoietic,O,B-cell_type
and,O,O
trophoblast,O,B-cell_type
cells,O,O
.,O,O
Furthermore,O,O
",",O,O
p95vav,B,B-protein
synergizes,O,O
with,O,O
TCR,B,B-protein
stimulation,O,O
in,O,O
inducing,O,O
NFAT,O,B-protein
-,O,O
and,O,O
interleukin,O,B-protein
-,O,O
2,O,I-protein
-,O,O
dependent,O,O
transcription,O,O
.,O,O
Furthermore,O,O
",",O,O
the,O,O
activating,O,O
function,O,O
of,O,O
p95vav,B,B-protein
is,O,O
blocked,O,O
by,O,O
FK506,O,B-protein
",",O,O
suggesting,O,O
that,O,O
its,O,O
activity,O,O
also,O,O
depends,O,O
on,O,O
calcineurin,B,B-protein
.,O,O
alpha,B,B-protein
is,O,O
the,O,O
mouse,B,O
homologue,I,O
of,O,O
human,B,O
AML1,I,B-DNA
gene,I,O
detected,O,O
at,O,O
the,O,O
breakpoints,O,O
of,O,O
t,O,O
(,O,O
8,O,O
;,O,O
21,O,O
),O,O
and,O,O
t,O,O
(,O,O
3,O,O
;,O,O
21,O,O
),O,O
myeloid,O,B-cell type
leukemias,O,O
.,O,O
We,O,O
examined,O,O
alpha,B,B-protein
A1,I,I-protein
(,O,O
an,O,O
alpha,B,O
A,I,O
-,I,O
gene,I,O
product,I,O
),O,O
and,O,O
alpha,B,B-protein
B1,I,I-protein
and,O,O
alpha,B,B-protein
B2,I,I-protein
(,O,O
two,O,O
alpha,B,O
B,I,O
-,I,O
encoded,I,O
isomers,I,O
),O,O
for,O,O
their,O,O
effects,O,O
on,O,O
the,O,O
GM,B,B-protein
-,I,I-protein
CSF,I,I-protein
promoter,I,O
.,O,O
Although,O,O
further,O,O
studies,O,O
are,O,O
required,O,O
to,O,O
determine,O,O
the,O,O
precise,O,O
role,O,O
of,O,O
PEBP2,B,B-protein
in,O,O
the,O,O
GM,B,B-protein
-,I,I-protein
CSF,I,I-protein
promoter,O,O
activity,O,O
",",O,O
the,O,O
present,O,O
findings,O,O
suggested,O,O
the,O,O
importance,O,O
of,O,O
the,O,O
relative,O,O
ratio,O,O
of,O,O
different,O,O
PEBP2,B,B-protein
isoforms,I,O
in,O,O
regulating,O,O
the,O,O
levels,O,O
of,O,O
the,O,O
promoter,O,O
activity,O,O
.,O,O
IFN,B,B
-,I,O
gamma,I,O
priming,O,O
of,O,O
monocytes,O,O
enhances,O,O
LPS,O,B
-,O,O
induced,O,O
TNF,B,B
production,O,O
by,O,O
augmenting,O,O
both,O,O
transcription,O,O
and,O,O
MRNA,O,B
stability,O,O
.,O,O
The,O,O
induction,O,O
of,O,O
cytokine,B,O
expression,O,O
in,O,O
monocytes,O,O
/,O,O
macrophages,O,O
by,O,O
bacterial,B,O
endotoxin,I,O
or,O,O
lipopolysaccharide,O,B
is,O,O
a,O,O
critical,O,O
",",O,O
highly,O,O
regulated,O,O
host,O,O
defence,O,O
response,O,O
.,O,O
The,O,O
increased,O,O
transcriptional,O,O
rate,O,O
correlated,O,O
with,O,O
a,O,O
marked,O,O
increase,O,O
in,O,O
nuclear,B,O
factor,I,O
-,I,O
kappa,I,O
B,I,B
activity,O,O
in,O,O
these,O,O
cells,O,O
as,O,O
determined,O,O
by,O,O
electrophoretic,O,O
mobility,O,O
shift,O,O
assay,O,O
using,O,O
a,O,O
consensus,B,O
NF,I,B
-,I,I
kappa,I,I
B,I,I
oligonucleotide,I,O
.,O,O
Consistent,O,O
with,O,O
the,O,O
increased,O,O
mRNA,B,B
stability,O,O
",",O,O
the,O,O
duration,O,O
of,O,O
mRNA,B,B
accumulation,O,O
was,O,O
longer,O,O
following,O,O
LPS,O,O
stimulation,O,O
in,O,O
primed,O,O
monocytes,O,B
",",O,O
in,O,O
addition,O,O
to,O,O
being,O,O
of,O,O
greater,O,O
magnitude,O,O
.,O,O
H,O,O
-,O,O
89,O,O
substantially,O,O
suppressed,O,O
LPS,O,O
-,O,O
induced,O,O
TNF,B,B
mRNA,I,B
accumulation,O,O
in,O,O
unprimed,O,O
cells,O,O
",",O,O
but,O,O
had,O,O
no,O,O
effect,O,O
on,O,O
primed,O,O
monocytes,O,B
following,O,O
LPS,O,O
stimulation,O,O
.,O,O
A,O,O
Myc,B,B
-,I,I
associated,I,O
zinc,I,B
finger,I,I
protein,I,I
binding,I,I
site,I,I
is,O,O
one,O,O
of,O,O
four,O,O
important,O,O
functional,B,O
regions,I,O
in,O,O
the,O,O
CD4,B,B
promoter,I,I
.,O,O
Since,O,O
the,O,O
terminal,O,O
events,O,O
of,O,O
erythropoiesis,O,O
are,O,O
controlled,O,O
by,O,O
the,O,O
glycoprotein,B,B
hormone,I,I
erythropoietin,I,I
(,O,O
Epo,B,B
),O,O
",",O,O
we,O,O
investigated,O,O
whether,O,O
the,O,O
expression,O,O
or,O,O
activity,O,O
of,O,O
the,O,O
TAL1,B,B
gene,I,I
and,O,O
its,O,O
protein,B,O
products,I,O
were,O,O
affected,O,O
by,O,O
Epo,B,B
in,O,O
splenic,O,B
erythroblasts,O,I
from,O,O
mice,O,O
infected,O,O
with,O,O
an,O,O
anemia,O,O
-,O,O
inducing,O,O
strain,O,O
of,O,O
Friend,O,B
virus,O,I
(,O,O
FVA,O,B
cells,O,I
),O,O
.,O,O
The,O,O
role,O,O
of,O,O
shared,B,O
receptor,I,O
motifs,I,O
and,O,O
common,B,O
Stat,I,O
proteins,I,O
in,O,O
the,O,O
generation,O,O
of,O,O
cytokine,B,O
pleiotropy,O,O
and,O,O
redundancy,O,O
by,O,O
IL,B,B
-,I,I
2,I,I
",",O,O
IL,B,B
-,I,I
4,I,I
",",O,O
IL,B,B
-,I,I
7,I,I
",",O,O
IL,B,B
-,I,I
13,I,I
",",O,O
and,O,O
IL,B,B
-,I,I
15,I,I
.,O,O
IL,B,B
-,I,I
13,I,I
Induced,O,O
the,O,O
same,O,O
complexes,O,O
as,O,O
IL,B,B
-,I,I
4,I,I
",",O,O
a,O,O
finding,O,O
explained,O,O
by,O,O
our,O,O
studies,O,O
implicating,O,O
IL,B,B
-,I,I
4R,I,I
as,O,O
a,O,O
shared,O,O
component,O,O
of,O,O
the,O,O
receptors,B,O
.,O,O
Control,O,O
of,O,O
I,B,B-protein
kappa,I,I-protein
B,I,I-protein
-,I,I-protein
alpha,I,I-protein
proteolysis,O,O
by,O,O
site,O,O
-,O,O
specific,O,O
",",O,O
signal,O,O
-,O,O
induced,O,O
phosphorylation,O,O
.,O,O
When,O,O
either,O,O
serine,O,B-protein
-,O,I-protein
32,O,I-protein
or,O,O
serine,O,B-protein
-,O,I-protein
36,O,I-protein
of,O,O
I,B,B-protein
kappa,I,I-protein
B,I,I-protein
-,I,I-protein
alpha,I,I-protein
was,O,O
mutated,O,O
",",O,O
the,O,O
protein,O,O
did,O,O
not,O,O
undergo,O,O
signal,O,O
-,O,O
induced,O,O
phosphorylation,O,O
or,O,O
degradation,O,O
",",O,O
and,O,O
NF,B,B-protein
-,I,I-protein
kappa,I,I-protein
B,I,I-protein
could,O,O
not,O,O
be,O,O
activated,O,O
.,O,O
Regulation,O,O
of,O,O
transcription,O,O
of,O,O
the,O,O
human,B,B-cell_type
erythropoietin,I,I-cell_type
receptor,I,I-cell_type
gene,I,O
by,O,O
proteins,O,O
binding,O,O
to,O,O
GATA,B,B-protein
-,I,I-protein
1,I,I-protein
and,I,O
Sp1,I,B-protein
motifs,I,O
.,O,O
Erythropoietin,B,B-protein
(,O,O
Epo,B,B-protein
),O,O
",",O,O
the,O,O
primary,O,O
regulator,O,O
of,O,O
the,O,O
production,O,O
of,O,O
erythroid,O,B-cell type
cells,O,I-cell type
",",O,O
acts,O,O
by,O,O
binding,O,O
to,O,O
a,O,O
cell,B,O
surface,I,O
receptor,I,O
(,O,O
EpoR,B,B-protein
),O,O
on,O,O
erythroid,O,B-cell type
progenitors,O,I-cell type
.,O,O
Interestingly,O,O
",",O,O
when,O,O
we,O,O
mutated,O,O
the,O,O
Sp1,B,B-DNA
site,I,I-DNA
",",O,O
resulting,O,O
in,O,O
a,O,O
marked,O,O
decrease,O,O
in,O,O
hEpoR,B,B-protein
promoter,I,O
activity,O,O
",",O,O
we,O,O
could,O,O
restore,O,O
transactivation,O,O
by,O,O
increasing,O,O
GATA,B,B-protein
-,I,I-protein
1,I,I-protein
levels,O,O
in,O,O
OCIM1,O,B-cell line
cells,O,O
.,O,O
These,O,O
data,O,O
suggest,O,O
that,O,O
while,O,O
GATA,B,B-protein
-,I,I-protein
1,I,I-protein
can,O,O
transactivate,O,O
the,O,O
EpoR,B,B-protein
promoter,I,O
",",O,O
the,O,O
level,O,O
of,O,O
hEpoR,B,B-protein
gene,I,O
expression,O,O
does,O,O
not,O,O
depend,O,O
on,O,O
GATA,B,B-protein
-,I,I-protein
1,I,I-protein
alone,O,O
.,O,O
The,O,O
deduced,O,O
amino,O,O
acid,O,O
sequence,O,O
similarity,O,O
to,O,O
the,O,O
proteins,O,O
encoded,O,O
by,O,O
these,O,O
two,O,O
latter,O,O
genes,O,O
is,O,O
approximately,O,O
65,O,O
%,O,O
and,O,O
includes,O,O
domains,O,O
and,O,O
amino,O,O
acid,O,O
residues,O,O
(,O,O
the,O,O
leucine,B,O
zipper,I,O
-,I,O
like,I,O
and,O,O
the,O,O
RGD,B,O
domain,I,O
",",O,O
a,O,O
serine,O,O
and,O,O
a,O,O
histidine,O,O
residue,O,O
in,O,O
the,O,O
NH2,B,B-protein
-,I,I-protein
and,O,I-protein
in,O,O
the,O,O
COOH,B,B-protein
-,I,I-protein
terminal,I,I-protein
portion,I,O
of,O,O
the,O,O
protein,O,O
",",O,O
respectively,O,O
),O,O
postulated,O,O
to,O,O
be,O,O
important,O,O
for,O,O
nm23,B,O
function,O,O
.,O,O
Treatment,O,O
of,O,O
U937,O,B-cell_line
with,O,O
IFN,B,B-protein
-,I,I-protein
gamma,I,I-protein
for,O,O
9,O,O
hr,O,O
in,O,O
the,O,O
presence,O,O
of,O,O
cycloheximide,O,O
led,O,O
to,O,O
super,O,O
-,O,O
induction,O,O
of,O,O
Fc,B,B-protein
gamma,I,I-protein
RI,I,I-protein
expression,O,O
.,O,O
Genomic,O,O
sequence,O,O
upstream,O,O
of,O,O
the,O,O
Fc,B,B-protein
gamma,I,I-protein
RIC,I,I-protein
gene,I,O
was,O,O
cloned,O,O
and,O,O
subjected,O,O
to,O,O
primer,O,O
extension,O,O
analysis,O,O
",",O,O
which,O,O
demonstrated,O,O
a,O,O
single,O,O
transcription,B,O
initiation,I,O
site,I,O
without,O,O
a,O,O
TATA,B,B-DNA
box,I,I-DNA
.,O,O
Double,B,O
-,I,O
stranded,I,O
GIRE,I,B-protein
sequence,I,O
",",O,O
but,O,O
not,O,O
a,O,O
scrambled,B,O
sequence,I,O
",",O,O
was,O,O
specifically,O,O
bound,O,O
by,O,O
nuclear,B,O
proteins,I,O
from,O,O
IFN,O,B-protein
-,O,I-protein
gamma,O,I-protein
treated,O,O
U937,O,B-cell_line
cells,O,O
.,O,O
The,O,O
Fc,B,O
gamma,I,O
RIC,I,O
GIRE,I,B-protein
is,O,O
homologous,O,O
to,O,O
the,O,O
IFN,B,B-protein
-,I,I-protein
gamma,I,I-protein
activation,I,O
sequence,I,O
(,O,O
GAS,B,B-protein
),O,O
of,O,O
the,O,O
guanylate,B,O
binding,I,O
protein,I,O
and,O,O
to,O,O
X,B,B-protein
box,I,I-protein
elements,I,O
of,O,O
class,B,O
II,I,O
MHC,I,O
genes,I,O
.,O,O
In,O,O
HTLV,O,B
-,O,O
I,O,O
-,O,O
infected,O,O
cord,O,B
blood,O,I
lymphocytes,O,I
",",O,O
the,O,O
transition,O,O
from,O,O
IL,B,B
-,I,I
2,I,I
-,O,I
to,O,O
IL,B,B
-,I,I
2,I,I
-,O,I
independent,O,I
growth,O,O
correlated,O,O
with,O,O
the,O,O
acquisition,O,O
of,O,O
a,O,O
constitutively,O,O
activated,O,O
Jak,B,B
-,B,I
STAT,I,I
pathway,O,I
",",O,O
which,O,O
suggests,O,O
that,O,O
this,O,O
pathway,O,O
participates,O,O
in,O,O
HTLV,O,B
-,O,I
I,O,I
-,O,I
mediated,O,O
T,O,B
cell,O,I
transformation,O,I
.,O,O
Nitric,O,O
oxide,O,O
selectively,O,O
reduces,O,O
endothelial,O,B
expression,O,I
of,O,I
adhesion,B,I
molecules,I,I
and,O,O
proinflammatory,B,B
cytokines,I,I
.,O,O
In,O,O
a,O,O
concentration,O,O
-,O,O
dependent,O,O
manner,O,O
",",O,O
NO,O,O
inhibited,O,O
interleukin,B,B
(,I,O
IL,I,B
),I,O
-,I,O
1,I,I
alpha,O,I
-,O,O
stimulated,O,O
VCAM,B,B
-,I,I
1,I,I
expression,O,O
by,O,O
35,O,O
-,O,O
55,O,O
%,O,O
as,O,O
determined,O,O
by,O,O
cell,O,B
surface,O,I
enzyme,O,I
immunoassays,O,I
and,O,O
flow,O,B
cytometry,O,I
.,O,O
Inhibition,O,O
of,O,O
endogenous,O,O
NO,O,O
production,O,O
by,O,O
L,O,B
-,O,I
N,O,I
-,O,I
monomethyl,O,I
-,O,I
arginine,O,I
also,O,O
induced,O,O
the,O,O
expression,O,O
of,O,O
VCAM,B,B
-,I,I
1,I,I
",",O,O
but,O,O
did,O,O
not,O,O
augment,O,O
cytokine,O,O
-,O,O
induced,O,O
VCAM,B,B
-,I,I
1,I,I
expression,O,O
.,O,O
Murine,B,B
macrophage,I,I
inflammatory,I,I
protein,I,I
1,I,I
alpha,I,I
(,O,O
MIP,B,B
-,I,I
1,I,I
alpha,I,I
),O,O
and,O,O
its,O,O
human,B,O
equivalent,I,O
(,O,O
GOS19,B,B
",",O,O
LD78,B,B
",",O,O
or,O,O
AT464,B,B
),O,O
are,O,O
members,O,O
of,O,O
the,O,O
-,B,O
C,I,O
-,I,O
C,I,O
family,I,O
of,O,O
low,B,O
-,I,O
molecular,I,O
-,I,O
weight,I,O
chemokines,I,O
.,O,O
It,O,O
also,O,O
induces,O,O
chemotaxis,O,O
and,O,O
inflammatory,O,O
responses,O,O
in,O,O
mature,O,O
cell,O,B
types,O,O
.,O,O
One,O,O
member,O,O
",",O,O
ICK,B,B
-,I,I
1A,I,I
",",O,O
behaves,O,O
as,O,O
a,O,O
strong,B,O
negative,I,O
regulator,I,O
.,O,O
We,O,O
provide,O,O
evidence,O,O
for,O,O
an,O,O
additional,O,O
binding,B,O
site,I,O
",",O,O
the,O,O
MIP,B,B
-,I,I
1,I,I
alpha,I,I
nuclear,I,I
protein,I,I
(,I,O
MNP,I,B
),I,O
site,I,O
",",O,O
which,O,O
overlaps,O,O
the,O,O
ICK,B,B
-,I,I
1,I,I
site,I,I
.,O,O
The,O,O
signal,O,O
is,O,O
subsequently,O,O
propagated,O,O
through,O,O
the,O,O
activation,O,O
of,O,O
Raf,B,B
-,I,I
1,I,I
",",O,O
MEK,B,B
",",O,O
and,O,O
MAP,B,B
kinases,I,I
as,O,O
shown,O,O
by,O,O
their,O,O
increased,O,O
autophosphorylation,O,O
in,O,O
vitro,O,O
and,O,O
phosphorylation,O,O
in,O,O
situ,O,O
.,O,O
We,O,O
conclude,O,O
that,O,O
IL,B,B-protein
-,I,I-protein
5,I,I-protein
induced,O,O
signals,O,O
are,O,O
propagated,O,O
through,O,O
two,O,O
distinct,O,O
pathways,O,O
:,O,O
(,O,O
1,O,O
),O,O
Lyn,B,B-protein
-,O,I-protein
-,O,I-protein
>,O,O
Ras,B,B-protein
-,O,I-protein
-,O,I-protein
>,O,O
Raf,B,B-protein
-,I,I-protein
-,O,I-protein
-,O,I-protein
>,O,O
MAP,B,B-protein
kinase,I,I-protein
and,O,O
(,O,O
2,O,O
),O,O
Jak2,B,B-protein
-,O,I-protein
-,O,I-protein
>,O,O
STAT1,B,B-protein
.,O,O
The,O,O
retinoblastoma,B,B-protein
gene,I,I-protein
product,I,I-protein
negatively,O,O
regulates,O,O
transcriptional,O,O
activation,O,O
mediated,O,O
by,O,O
the,O,O
human,B,B-cell type
cytomegalovirus,I,I-cell type
IE2,I,B-protein
protein,I,I-protein
.,O,O
We,O,O
found,O,O
that,O,O
the,O,O
retinoblastoma,B,B-protein
susceptibility,I,I-protein
gene,I,I-protein
product,I,I-protein
