token,label,label_gpt
significantly,O,O
alter,O,O
the,O,O
level,O,O
of,O,O
bone,O,O
turnover,O,O
.,O,O
In,O,O
addition,O,O
",",O,O
OCT,B,B
improved,O,O
mineralization,O,O
lag,O,O
time,O,O
",",O,O
(,O,O
that,O,O
is,O,O
",",O,O
the,O,O
rate,O,O
at,O,O
which,O,O
osteoid,O,B
mineralizes,O,O
),O,O
in,O,O
both,O,O
Nx,O,O
and,O,O
Sham,O,O
dogs,O,O
.,O,O
CONCLUSIONS,O,O
:,O,O
These,O,O
results,O,O
indicate,O,O
that,O,O
even,O,O
though,O,O
OCT,B,B
does,O,O
not,O,O
completely,O,O
prevent,O,O
the,O,O
occurrence,O,O
of,O,O
hypercalcemia,O,B
in,O,O
experimental,O,O
dogs,O,O
with,O,O
renal,O,O
insufficiency,O,O
",",O,O
it,O,O
may,O,O
be,O,O
of,O,O
use,O,O
in,O,O
the,O,O
management,O,O
of,O,O
secondary,O,O
hyperparathyroidism,O,B
because,O,O
it,O,O
does,O,O
not,O,O
induce,O,O
low,O,O
bone,O,O
turnover,O,O
and,O,O
",",O,O
therefore,O,O
",",O,O
does,O,O
not,O,O
increase,O,O
the,O,O
risk,O,O
of,O,O
adynamic,O,O
bone,O,O
disease,O,O
.,O,O
Hypotension,O,O
",",O,O
bradycardia,O,O
",",O,O
and,O,O
asystole,O,O
after,O,O
high,O,O
-,O,O
dose,O,O
intravenous,O,O
methylprednisolone,B,B
in,O,O
a,O,O
monitored,O,O
patient,O,O
.,O,O
We,O,O
report,O,O
a,O,O
case,O,O
of,O,O
hypotension,O,O
",",O,O
bradycardia,O,O
",",O,O
and,O,O
asystole,O,O
after,O,O
intravenous,O,O
administration,O,O
of,O,O
high,O,O
-,O,O
dose,O,O
methylprednisolone,B,B
in,O,O
a,O,O
73,O,O
-,O,O
year,O,O
-,O,O
old,O,O
patient,O,O
who,O,O
underwent,O,O
electrocardiographic,O,O
(,O,O
ECG,O,B
),O,O
monitoring,O,O
throughout,O,O
the,O,O
episode,O,O
.,O,O
There,O,O
was,O,O
a,O,O
history,O,O
of,O,O
ischemic,O,B
cardiac,O,I
disease,O,I
9,O,O
years,O,O
earlier,O,O
.,O,O
The,O,O
patient,O,O
was,O,O
admitted,O,O
with,O,O
a,O,O
pulmonary,O,B
-,O,O
renal,O,I
syndrome,O,I
with,O,O
hemoptysis,O,O
",",O,O
rapidly,O,O
progressive,O,O
renal,O,B
failure,O,I
",",O,O
and,O,O
hypoxemia,O,O
that,O,O
required,O,O
mechanical,O,O
ventilation,O,O
in,O,O
the,O,O
intensive,O,O
care,O,O
unit,O,O
.,O,O
After,O,O
receiving,O,O
advanced,O,O
cardiopulmonary,O,B
resuscitation,O,I
",",O,O
the,O,O
patient,O,O
recovered,O,O
cardiac,O,B
rhythm,O,I
.,O,O
The,O,O
ECG,O,O
showed,O,O
a,O,O
junctional,O,O
rhythm,O,O
without,O,O
ventricular,O,O
arrhythmia,O,O
.,O,O
This,O,O
study,O,O
reviews,O,O
the,O,O
current,O,O
proposed,O,O
mechanisms,O,O
of,O,O
sudden,O,O
death,O,O
after,O,O
a,O,O
high,O,O
dose,O,O
of,O,O
intravenous,O,B
methylprednisolone,B,I
(,O,O
IVMP,B,B
),O,O
.,O,O
These,O,O
mechanisms,O,O
are,O,O
not,O,O
well,O,O
understood,O,O
because,O,O
",",O,O
in,O,O
most,O,O
cases,O,O
",",O,O
the,O,O
patients,O,O
were,O,O
not,O,O
monitored,O,O
at,O,O
the,O,O
moment,O,O
of,O,O
the,O,O
event,O,O
.,O,O
Rapid,O,O
infusion,O,O
and,O,O
underlying,O,O
cardiac,O,O
disease,O,O
were,O,O
important,O,O
risk,O,O
factors,O,O
in,O,O
the,O,O
case,O,O
reported,O,O
here,O,O
",",O,O
and,O,O
the,O,O
authors,O,O
discount,O,O
ventricular,O,O
arrhythmia,O,O
as,O,O
the,O,O
main,O,O
mechanism,O,O
.,O,O
Worsening,O,O
of,O,O
levodopa,B,B
-,O,O
induced,O,O
dyskinesias,O,O
by,O,O
motor,O,O
and,O,O
mental,O,O
tasks,O,O
.,O,O
Ten,O,O
patients,O,O
who,O,O
had,O,O
Parkinson,O,B
',O,O
s,O,O
disease,O,O
with,O,O
disabling,O,O
dyskinesia,O,O
were,O,O
included,O,O
in,O,O
this,O,O
study,O,O
to,O,O
evaluate,O,O
the,O,O
role,O,O
of,O,O
mental,O,O
(,O,O
mental,O,O
calculation,O,O
),O,O
and,O,O
motor,O,O
(,O,O
flexion,O,O
/,O,O
extension,O,O
of,O,O
right,O,O
fingers,O,O
",",O,O
flexion,O,O
/,O,O
extension,O,O
of,O,O
left,O,O
fingers,O,O
",",O,O
flexion,O,O
/,O,O
extension,O,O
of,O,O
the,O,O
neck,O,O
",",O,O
speaking,O,O
aloud,O,O
),O,O
tasks,O,O
on,O,O
the,O,O
worsening,O,O
of,O,O
peak,O,O
-,O,O
dose,O,O
dyskinesia,O,O
following,O,O
administration,O,O
of,O,O
an,O,O
effective,O,O
single,O,O
dose,O,O
of,O,O
apomorphine,B,B
.,O,O
Compared,O,O
with,O,O
the,O,O
score,O,O
at,O,O
rest,O,O
(,O,O
1,O,O
.,O,O
3,O,O
+,O,O
/,O,O
-,O,O
0,O,O
.,O,O
3,O,O
),O,O
",",O,O
a,O,O
significant,O,O
aggravation,O,O
of,O,O
the,O,O
dyskinesia,O,B
score,O,O
was,O,O
observed,O,O
during,O,O
speaking,O,O
aloud,O,O
(,O,O
5,O,O
.,O,O
2,O,O
+,O,O
/,O,O
-,O,O
1,O,O
.,O,O
1,O,O
",",O,O
p,O,O
<,O,O
0,O,O
.,O,O
),O,O
",",O,O
movements,O,O
of,O,O
right,O,O
(,O,O
4,O,O
.,O,O
5,O,O
+,O,O
/,O,O
-,O,O
1,O,O
.,O,O
0,O,O
",",O,O
p,O,O
<,O,O
0,O,O
.,O,O
),O,O
and,O,O
left,O,O
(,O,O
3,O,O
.,O,O
7,O,O
+,O,O
/,O,O
-,O,O
0,O,O
<,O,O
0,O,O
.,O,O
),O,O
",",O,O
movements,O,O
of,O,O
the,O,O
neck,O,O
(,O,O
5,O,O
.,O,O
1,O,O
+,O,O
/,O,O
-,O,O
1,O,O
.,O,O
0,O,O
",",O,O
p,O,O
<,O,O
0,O,O
.,O,O
",",O,O
and,O,O
mental,O,O
calculation,O,O
(,O,O
3,O,O
.,O,O
1,O,O
+,O,O
/,O,O
-,O,O
1,O,O
.,O,O
0,O,O
",",O,O
p,O,O
<,O,O
0,O,O
.,O,O
.,O,O
These,O,O
results,O,O
suggest,O,O
that,O,O
activation,O,O
tasks,O,O
such,O,O
as,O,O
could,O,O
be,O,O
used,O,O
for,O,O
objective,O,O
assessment,O,O
of,O,O
dyskinesia,O,O
severity,O,O
.,O,O
Urine,O,O
N,O,B
-,O,I
acetyl,O,I
-,O,I
beta,O,I
-,O,I
D,O,I
-,O,I
glucosaminidase,O,I
-,O,I
-,O,I
a,O,O
marker,O,O
of,O,O
tubular,O,O
damage,O,O
?,O,O
BACKGROUND,O,O
:,O,O
Although,O,O
an,O,O
indicator,O,O
of,O,O
renal,O,O
tubular,O,O
dysfunction,O,O
",",O,O
an,O,O
increased,O,O
urinary,O,O
N,O,B
-,O,I
acetyl,O,I
-,O,I
beta,O,I
-,O,I
D,O,I
-,O,I
glucosaminidase,O,I
(,O,I
NAG,O,I
),O,I
activity,O,O
might,O,O
reflect,O,O
increased,O,O
lysosomal,O,O
activity,O,O
in,O,O
renal,O,O
tubular,O,O
cells,O,O
.,O,O
METHODS,O,O
:,O,O
Puromycin,B,B
aminonucleoside,I,I
(,O,O
PAN,B,B
),O,O
was,O,O
administered,O,O
to,O,O
Sprague,O,O
Dawley,O,O
rats,O,O
to,O,O
induce,O,O
proteinuria,O,O
.,O,O
Total,O,O
protein,O,B
",",O,O
albumin,O,B
",",O,O
NAG,O,B
activity,O,O
and,O,O
protein,O,O
electrophoretic,O,O
pattern,O,O
were,O,O
assessed,O,O
in,O,O
daily,O,O
urine,O,O
samples,O,O
for,O,O
33,O,O
days,O,O
.,O,O
The,O,O
morphological,O,O
appearance,O,O
of,O,O
the,O,O
kidneys,O,O
was,O,O
examined,O,O
on,O,O
days,O,O
three,O,O
",",O,O
four,O,O
",",O,O
six,O,O
",",O,O
eight,O,O
and,O,O
thirty,O,O
three,O,O
and,O,O
the,O,O
NAG,O,B
isoenzyme,O,O
patterns,O,O
on,O,O
days,O,O
zero,O,O
",",O,O
four,O,O
",",O,O
eight,O,O
and,O,O
thirty,O,O
three,O,O
.,O,O
RESULTS,O,O
:,O,O
Following,O,O
intravenous,O,O
PAN,B,B
urine,O,O
volume,O,O
and,O,O
urine,O,O
NAG,O,B
activity,O,O
increased,O,O
significantly,O,O
by,O,O
day,O,O
two,O,O
",",O,O
but,O,O
returned,O,O
to,O,O
normal,O,O
by,O,O
day,O,O
four,O,O
.,O,O
After,O,O
day,O,O
four,O,O
all,O,O
treated,O,O
animals,O,O
exhibited,O,O
a,O,O
marked,O,O
rise,O,O
in,O,O
urine,O,O
albumin,O,B
",",O,O
total,O,O
protein,O,O
excretion,O,O
and,O,O
NAG,O,B
activity,O,O
.,O,O
Electrophoresis,O,O
showed,O,O
a,O,O
generalised,O,O
increase,O,O
in,O,O
middle,O,O
and,O,O
high,O,O
molecular,O,O
weight,O,O
urine,O,O
proteins,O,O
from,O,O
day,O,O
four,O,O
onwards,O,O
.,O,O
Protein,O,B
droplets,O,O
first,O,O
appeared,O,O
prominent,O,O
in,O,O
tubular,O,O
cells,O,O
on,O,O
day,O,O
four,O,O
.,O,O
Peak,O,O
urine,O,O
NAG,O,B
activity,O,O
and,O,O
a,O,O
change,O,O
in,O,O
NAG,O,B
isoenzyme,O,O
pattern,O,O
coincided,O,O
with,O,O
both,O,O
the,O,O
peak,O,O
proteinuria,O,O
and,O,O
the,O,O
reduction,O,O
in,O,O
intracellular,O,O
protein,O,B
and,O,O
NAG,O,B
droplets,O,O
(,O,O
day,O,O
six,O,O
onwards,O,O
),O,O
.,O,O
CONCLUSIONS,O,O
:,O,O
This,O,O
animal,O,O
model,O,O
demonstrates,O,O
that,O,O
an,O,O
increase,O,O
in,O,O
lysosomal,O,O
turnover,O,O
and,O,O
hence,O,O
urine,O,O
NAG,O,B
activity,O,O
",",O,O
occurs,O,O
when,O,O
increased,O,O
protein,O,B
is,O,O
presented,O,O
to,O,O
the,O,O
tubular,O,O
cells,O,O
.,O,O
Urine,O,O
NAG,O,B
activity,O,O
is,O,O
thus,O,O
a,O,O
measure,O,O
of,O,O
altered,O,O
function,O,O
in,O,O
the,O,O
renal,O,B
tubules,O,O
and,O,O
not,O,O
simply,O,O
an,O,O
indicator,O,O
of,O,O
damage,O,O
.,O,O
Cauda,O,O
equina,O,O
syndrome,O,O
after,O,O
spinal,O,O
anaesthesia,O,O
with,O,O
hyperbaric,O,O
5,O,B
%,O,O
lignocaine,B,B
:,O,O
a,O,O
review,O,O
of,O,O
six,O,O
cases,O,O
of,O,O
cauda,O,O
equina,O,O
syndrome,O,O
reported,O,O
to,O,O
the,O,O
Swedish,O,O
Pharmaceutical,O,O
Insurance,O,O
1993,O,O
-,O,O
1997,O,O
.,O,O
Six,O,O
cases,O,O
of,O,O
cauda,O,B
equina,O,I
syndrome,O,I
with,O,O
varying,O,O
severity,O,O
were,O,O
reported,O,O
to,O,O
the,O,O
Swedish,O,O
Pharmaceutical,O,O
Insurance,O,O
during,O,O
the,O,O
period,O,O
1993,O,O
-,O,O
1997,O,O
.,O,O
All,O,O
were,O,O
associated,O,O
with,O,O
spinal,O,O
anaesthesia,O,O
using,O,O
hyperbaric,O,O
5,O,B
%,O,I
lignocaine,B,I
.,O,O
Five,O,O
cases,O,O
had,O,O
single,O,O
-,O,O
shot,O,O
spinal,O,O
anaesthesia,O,O
and,O,O
one,O,O
had,O,O
a,O,O
repeat,O,O
spinal,O,O
anaesthetic,O,O
due,O,O
to,O,O
inadequate,O,O
block,O,O
.,O,O
The,O,O
dose,O,O
of,O,O
hyperbaric,O,O
5,O,B
%,O,I
lignocaine,B,I
administered,O,O
ranged,O,O
from,O,O
60,O,O
to,O,O
120,O,O
mg,O,O
.,O,O
Three,O,O
of,O,O
the,O,O
cases,O,O
were,O,O
most,O,O
likely,O,O
caused,O,O
by,O,O
direct,O,O
neurotoxicity,O,O
of,O,O
hyperbaric,O,O
5,O,B
%,O,I
lignocaine,B,I
.,O,O
In,O,O
the,O,O
other,O,O
3,O,O
cases,O,O
",",O,O
direct,O,O
neurotoxicity,O,O
was,O,O
also,O,O
probable,O,O
",",O,O
but,O,O
unfortunately,O,O
radiological,O,O
investigations,O,O
were,O,O
not,O,O
done,O,O
to,O,O
definitely,O,O
exclude,O,O
a,O,O
compressive,O,O
aetiology,O,O
.,O,O
All,O,O
cases,O,O
sustained,O,O
permanent,O,O
neurological,O,O
deficits,O,O
.,O,O
We,O,O
recommend,O,O
that,O,O
hyperbaric,O,O
lignocaine,B,B
should,O,O
be,O,O
administered,O,O
in,O,O
concentrations,O,O
not,O,O
greater,O,O
than,O,O
2,O,O
%,O,O
and,O,O
at,O,O
a,O,O
total,O,O
dose,O,O
preferably,O,O
not,O,O
exceeding,O,O
60,O,O
mg,O,O
.,O,O
Systemic,O,O
toxicity,O,O
following,O,O
administration,O,O
of,O,O
sirolimus,B,B
(,O,O
formerly,O,O
rapamycin,B,I
),O,O
for,O,O
psoriasis,O,O
:,O,O
association,O,O
of,O,O
capillary,O,O
leak,O,O
syndrome,O,O
with,O,O
apoptosis,O,O
of,O,O
lesional,O,O
lymphocytes,O,O
.,O,O
BACKGROUND,O,O
:,O,O
Sirolimus,B,B
(,O,O
formerly,O,O
rapamycin,B,O
),O,O
is,O,O
an,O,O
immunosuppressive,O,O
agent,O,O
that,O,O
interferes,O,O
with,O,O
T,O,B
-,O,O
cell,O,O
activation,O,O
.,O,O
After,O,O
2,O,O
individuals,O,O
with,O,O
psoriasis,O,O
developed,O,O
a,O,O
capillary,O,O
leak,O,O
syndrome,O,O
following,O,O
treatment,O,O
with,O,O
oral,O,O
sirolimus,B,B
lesional,O,O
skin,O,O
cells,O,O
and,O,O
activated,O,O
peripheral,O,O
blood,O,O
cells,O,O
were,O,O
analyzed,O,O
for,O,O
induction,O,O
of,O,O
apoptosis,O,O
.,O,O
OBSERVATIONS,O,O
:,O,O
A,O,O
keratome,O,O
skin,O,O
specimen,O,O
from,O,O
1,O,O
patient,O,O
with,O,O
sirolimus,B,B
-,O,O
induced,O,O
capillary,O,O
leak,O,O
syndrome,O,O
had,O,O
a,O,O
2,O,O
.,O,O
3,O,O
-,O,O
fold,O,O
increase,O,O
in,O,O
percentage,O,O
of,O,O
apoptotic,O,O
cells,O,O
(,O,O
to,O,O
48,O,O
%,O,O
),O,O
compared,O,O
with,O,O
an,O,O
unaffected,O,O
sirolimus,B,B
-,O,O
treated,O,O
patient,O,O
with,O,O
psoriasis,O,O
(,O,O
21,O,O
%,O,O
),O,O
.,O,O
Activated,O,O
peripheral,O,O
blood,O,O
T,O,O
cells,O,O
from,O,O
patients,O,O
with,O,O
psoriasis,O,O
tended,O,O
to,O,O
exhibit,O,O
greater,O,O
spontaneous,O,O
or,O,O
dexamethasone,B,B
-,O,O
induced,O,O
apoptosis,O,O
than,O,O
did,O,O
normal,O,O
T,O,O
cells,O,O
",",O,O
particularly,O,O
in,O,O
the,O,O
presence,O,O
of,O,O
sirolimus,B,B
.,O,O
CONCLUSIONS,O,O
:,O,O
Severe,O,O
adverse,O,O
effects,O,O
of,O,O
sirolimus,B,B
include,O,O
fever,O,O
",",O,O
anemia,O,O
",",O,O
and,O,O
capillary,O,B
leak,O,I
syndrome,O,I
.,O,O
These,O,O
symptoms,O,O
may,O,O
be,O,O
the,O,O
result,O,O
of,O,O
drug,O,O
-,O,O
induced,O,O
apoptosis,O,O
of,O,O
lesional,O,O
leukocytes,O,O
",",O,O
especially,O,O
activated,O,O
T,O,B
lymphocytes,O,I
",",O,O
and,O,O
possibly,O,O
release,O,O
of,O,O
inflammatory,O,O
mediators,O,O
.,O,O
Because,O,O
patients,O,O
with,O,O
severe,O,O
psoriasis,O,O
may,O,O
develop,O,O
capillary,O,B
leak,O,I
from,O,O
various,O,O
systemic,O,O
therapies,O,O
",",O,O
clinical,O,O
monitoring,O,O
is,O,O
advisable,O,O
for,O,O
patients,O,O
with,O,O
inflammatory,O,O
diseases,O,O
who,O,O
are,O,O
treated,O,O
with,O,O
immune,O,O
modulators,O,O
.,O,O
Effect,O,O
of,O,O
lithium,B,B
maintenance,O,I
therapy,O,I
on,O,O
thyroid,O,B
and,O,O
parathyroid,O,B
function,O,O
.,O,O
OBJECTIVES,O,O
:,O,O
To,O,O
assess,O,O
changes,O,O
induced,O,O
by,O,O
lithium,B,B
maintenance,O,I
therapy,O,I
on,O,O
the,O,O
incidence,O,O
of,O,O
thyroid,O,B
",",O,O
parathyroid,O,B
and,O,O
ion,O,O
alterations,O,O
.,O,O
These,O,O
were,O,O
evaluated,O,O
with,O,O
respect,O,O
to,O,O
the,O,O
duration,O,O
of,O,O
lithium,B,B
therapy,O,I
",",O,O
age,O,O
",",O,O
sex,O,O
",",O,O
and,O,O
family,O,O
history,O,O
(,O,O
whether,O,O
or,O,O
not,O,O
the,O,O
patient,O,O
had,O,O
a,O,O
first,O,O
-,O,O
degree,O,O
relative,O,O
with,O,O
thyroid,O,B
disease,O,O
),O,O
.,O,O
DESIGN,O,O
:,O,O
Prospective,O,O
study,O,O
.,O,O
SETTING,O,O
:,O,O
Affective,O,O
Disorders,O,O
Clinic,O,O
at,O,O
St,O,O
.,O,O
Mary,O,O
',O,O
s,O,O
Hospital,O,O
",",O,O
Montreal,O,O
.,O,O
PATIENTS,O,O
:,O,O
One,O,O
hundred,O,O
and,O,O
one,O,O
patients,O,O
(,O,O
28,O,O
men,O,O
and,O,O
73,O,O
women,O,O
),O,O
with,O,O
bipolar,O,O
disorder,O,O
receiving,O,O
lithium,B,B
maintenance,O,O
therapy,O,O
ranging,O,O
from,O,O
1,O,O
year,O,O
',O,O
s,O,O
to,O,O
32,O,O
years,O,O
',O,O
duration,O,O
.,O,O
The,O,O
control,O,O
group,O,O
consisted,O,O
of,O,O
82,O,O
patients,O,O
with,O,O
no,O,O
psychiatric,O,O
or,O,O
endocrinological,O,O
diagnoses,O,O
from,O,O
the,O,O
hospital,O,O
',O,O
s,O,O
out,O,O
-,O,O
patient,O,O
clinics,O,O
.,O,O
OUTCOME,O,O
MEASURES,O,O
:,O,O
Laboratory,O,O
analyses,O,O
of,O,O
calcium,B,B
",",O,O
magnesium,B,B
and,O,O
thyroid,O,B
-,O,O
stimulating,O,O
hormone,O,O
levels,O,O
performed,O,O
before,O,O
beginning,O,O
lithium,B,O
therapy,O,O
and,O,O
at,O,O
biannual,O,O
follow,O,O
-,O,O
up,O,O
.,O,O
RESULTS,O,O
:,O,O
Hypothyroidism,O,O
developed,O,O
in,O,O
40,O,O
patients,O,O
",",O,O
excluding,O,O
8,O,O
patients,O,O
who,O,O
were,O,O
hypothyroid,O,O
at,O,O
baseline,O,O
.,O,O
All,O,O
patients,O,O
having,O,O
first,O,O
-,O,O
degree,O,O
relatives,O,O
affected,O,O
by,O,O
thyroid,O,B
illness,O,O
had,O,O
accelerated,O,O
onset,O,O
of,O,O
hypothyroidism,O,O
(,O,O
3,O,O
.,O,O
7,O,O
years,O,O
after,O,O
onset,O,O
of,O,O
lithium,B,B
therapy,O,O
),O,O
compared,O,O
with,O,O
patients,O,O
without,O,O
a,O,O
family,O,O
history,O,O
(,O,O
8,O,O
.,O,O
6,O,O
years,O,O
after,O,O
onset,O,O
of,O,O
lithium,B,B
therapy,O,O
),O,O
.,O,O
Women,O,O
over,O,O
60,O,O
years,O,O
of,O,O
age,O,O
were,O,O
more,O,O
often,O,O
affected,O,O
by,O,O
hypothyroidism,O,B
than,O,O
women,O,O
under,O,O
60,O,O
years,O,O
of,O,O
age,O,O
(,O,O
34,O,O
.,O,O
6,O,O
%,O,O
versus,O,O
31,O,O
.,O,O
9,O,O
%,O,O
),O,O
.,O,O
Magnesium,B,B
levels,O,O
in,O,O
patients,O,O
on,O,O
lithium,B,B
treatment,O,O
were,O,O
unchanged,O,O
from,O,O
baseline,O,O
levels,O,O
.,O,O
After,O,O
lithium,B,B
treatment,O,O
",",O,O
calcium,B,B
levels,O,O
were,O,O
higher,O,O
than,O,O
either,O,O
baseline,O,O
levels,O,O
or,O,O
control,O,O
levels,O,O
.,O,O
Thus,O,O
",",O,O
lithium,B,B
treatment,O,O
counteracted,O,O
the,O,O
decrease,O,O
in,O,O
plasma,O,O
calcium,B,B
levels,O,O
associated,O,O
with,O,O
aging,O,O
.,O,O
CONCLUSIONS,O,O
:,O,O
Familial,O,O
thyroid,O,O
illness,O,O
is,O,O
a,O,O
risk,O,O
factor,O,O
for,O,O
hypothyroidism,O,O
and,O,O
hypercalcemia,O,B
during,O,O
lithium,B,B
therapy,O,O
.,O,O
Severe,O,O
immune,O,B
hemolytic,O,I
anemia,O,I
associated,O,O
with,O,O
prophylactic,O,O
use,O,O
of,O,O
cefotetan,B,B
in,O,O
obstetric,O,O
and,O,O
gynecologic,O,O
procedures,O,O
.,O,O
Second,O,O
-,O,O
and,O,O
third,O,O
-,O,O
generation,O,O
cephalosporins,B,B
",",O,O
especially,O,O
cefotetan,B,B
",",O,O
are,O,O
increasingly,O,O
associated,O,O
with,O,O
severe,O,O
",",O,O
sometimes,O,O
fatal,O,O
immune,O,B
hemolytic,O,I
anemia,O,I
.,O,O
We,O,O
noticed,O,O
that,O,O
10,O,O
of,O,O
our,O,O
35,O,O
cases,O,O
of,O,O
cefotetan,B,B
-,O,O
induced,O,O
hemolytic,O,I
anemias,O,I
were,O,O
in,O,O
patients,O,O
who,O,O
had,O,O
received,O,O
cefotetan,B,B
prophylactically,O,O
for,O,O
obstetric,O,O
and,O,O
gynecologic,O,O
procedures,O,O
.,O,O
Eight,O,O
of,O,O
these,O,O
cases,O,O
of,O,O
severe,O,O
immune,O,O
hemolytic,O,B
anemia,O,I
are,O,O
described,O,O
.,O,O
Effects,O,O
of,O,O
nonsteroidal,O,B
anti,O,I
-,O,I
inflammatory,O,I
drugs,O,I
on,O,O
hemostasis,O,O
in,O,O
patients,O,O
with,O,O
aneurysmal,O,O
subarachnoid,O,O
hemorrhage,O,O
.,O,O
Platelet,O,O
function,O,O
is,O,O
impaired,O,O
by,O,O
nonsteroidal,O,B
anti,O,I
-,O,I
inflammatory,O,I
drugs,O,I
(,O,O
NSAIDs,O,B
),O,O
with,O,O
