token,label,label_gpt
manner,O,O
.,O,O
(,O,O
ABSTRACT,O,O
TRUNCATED,O,O
AT,O,O
250,O,O
WORDS,O,O
),O,O
The,O,O
transcriptional,O,O
response,O,O
of,O,O
the,O,O
IL,B,B
-,I,I
2R,I,I
alpha,I,I
gene,I,O
to,O,O
stimulation,O,O
by,O,O
IL,B,B
-,I,I
1,I,I
+,O,O
IL,B,B
-,I,I
2,I,I
is,O,O
biphasic,O,O
.,O,O
It,O,O
also,O,O
primes,O,O
cells,O,O
to,O,O
become,O,O
IL,B,B
-,I,I
2,I,I
responsive,O,O
and,O,O
thereby,O,O
prepares,O,O
the,O,O
second,O,O
phase,O,O
",",O,O
in,O,O
which,O,O
IL,B,B
-,I,I
2,I,I
induces,O,O
a,O,O
100,O,O
-,O,O
fold,O,O
further,O,O
increase,O,O
in,O,O
IL,B,B
-,I,I
2R,I,I
alpha,I,I
transcripts,I,O
.,O,O
Transient,O,O
transfection,O,O
experiments,O,O
show,O,O
that,O,O
several,O,O
elements,O,O
in,O,O
the,O,O
promoter,B,O
-,I,O
proximal,I,O
region,I,O
of,O,O
the,O,O
IL,B,B
-,I,I
2R,I,I
alpha,I,I
gene,I,O
contribute,O,O
to,O,O
IL,B,B
-,I,I
1,I,I
responsiveness,O,O
",",O,O
most,O,O
importantly,O,O
an,O,O
NF,B,B
-,I,I
kappa,I,I
B,I,I
site,I,O
conserved,O,O
in,O,O
the,O,O
human,B,O
and,I,O
mouse,I,O
gene,I,O
.,O,O
IL,B,B
-,I,I
2,I,I
responsiveness,O,O
",",O,O
on,O,O
the,O,O
other,O,O
hand,O,O
",",O,O
depends,O,O
on,O,O
a,O,O
78,B,O
-,I,O
nucleotide,I,O
segment,I,O
1,O,O
.,O,O
3,O,O
kilobases,O,O
upstream,O,O
of,O,O
the,O,O
major,B,O
transcription,I,O
start,I,O
site,I,O
.,O,O
Epstein,O,O
-,O,O
Barr,O,O
virus,O,O
(,O,O
EBV,O,O
),O,O
is,O,O
known,O,O
to,O,O
infect,O,O
B,O,O
cells,O,O
and,O,O
epithelial,O,B
cells,O,I
.,O,O
The,O,O
appearance,O,O
of,O,O
the,O,O
BamHI,B,O
ZLF,I,O
-,I,O
1,I,O
gene,I,O
product,I,O
",",O,O
ZEBRA,B,O
",",O,O
by,O,O
RT,O,O
-,O,O
PCR,O,O
",",O,O
was,O,O
observed,O,O
within,O,O
8,O,O
hr,O,O
of,O,O
infection,O,O
.,O,O
Transcripts,O,O
encoding,O,O
gp350,B,O
/,I,O
220,I,O
",",O,O
the,O,O
major,B,O
coat,I,O
protein,I,O
of,O,O
EBV,O,O
",",O,O
were,O,O
identified,O,O
",",O,O
but,O,O
we,O,O
did,O,O
not,O,O
find,O,O
any,O,O
evidence,O,O
of,O,O
transcription,O,O
from,O,O
the,O,O
LMP,B,O
-,I,O
2A,I,O
or,O,O
EBER,B,O
-,I,O
1,I,O
loci,I,O
in,O,O
infected,O,O
thymocytes,O,O
.,O,O
The,O,O
main,O,O
difference,O,O
is,O,O
that,O,O
with,O,O
thymocytes,O,O
",",O,O
no,O,O
evidence,O,O
could,O,O
be,O,O
found,O,O
that,O,O
the,O,O
virus,O,O
ever,O,O
circularizes,O,O
.,O,O
Rather,O,O
",",O,O
EBV,O,O
remains,O,O
in,O,O
a,O,O
linear,O,O
configuration,O,O
from,O,O
which,O,O
replicative,B,O
genes,I,O
are,O,O
transcribed,O,O
.,O,O
Several,O,O
recent,O,O
studies,O,O
have,O,O
implicated,O,O
Jak,O,O
kinases,O,O
in,O,O
the,O,O
signaling,O,O
pathway,O,O
induced,O,O
by,O,O
IL,B,B
-,I,I
2,I,I
.,O,O
We,O,O
demonstrate,O,O
",",O,O
through,O,O
the,O,O
deletion,O,O
of,O,O
the,O,O
human,B,O
UDG,I,O
promoter,I,O
sequences,I,O
",",O,O
that,O,O
expression,O,O
of,O,O
E2F,B,B
-,I,I
1,I,I
activates,O,O
the,O,O
UDG,B,O
promoter,I,O
through,O,O
several,O,O
E2F,B,B
sites,I,O
.,O,O
Overexpression,O,O
of,O,O
UDG,B,B
in,O,O
Saos,O,O
2,O,O
cells,O,O
was,O,O
observed,O,O
to,O,O
delay,O,O
growth,O,O
late,O,O
in,O,O
G1,O,O
phase,O,O
and,O,O
transiently,O,O
arrest,O,O
these,O,O
cells,O,O
from,O,O
progressing,O,O
into,O,O
the,O,O
S,O,O
phase,O,O
.,O,O
Cellular,O,O
and,O,O
molecular,O,O
mechanisms,O,O
of,O,O
IFN,B,B
-,I,I
gamma,I,I
production,O,O
induced,O,O
by,O,O
IL,B,B
-,I,I
2,I,I
and,O,O
IL,B,B
-,I,I
12,I,I
in,O,O
a,O,O
human,O,O
NK,O,O
cell,O,O
line,O,O
.,O,O
In,O,O
addition,O,O
",",O,O
when,O,O
used,O,O
together,O,O
IL,B,B
-,I,I
2,I,I
and,O,O
IL,B,B
-,I,I
12,I,I
synergized,O,O
in,O,O
the,O,O
induction,O,O
of,O,O
IFN,B,B
-,I,I
gamma,I,I
and,O,O
GM,B,B
-,I,I
CSF,I,I
and,O,O
this,O,O
synergy,O,O
was,O,O
attributed,O,O
to,O,O
an,O,O
increased,O,O
accumulation,O,O
and,O,O
stability,O,O
of,O,O
the,O,O
IFN,B,B
-,I,I
gamma,I,I
and,I,O
GM,I,B
-,I,I
CSF,I,I
mRNAs,I,O
.,O,O
To,O,O
investigate,O,O
the,O,O
signaling,O,O
pathways,O,O
involved,O,O
in,O,O
the,O,O
gene,O,O
induction,O,O
",",O,O
five,O,O
inhibitors,O,O
",",O,O
cyclosporin,O,O
A,O,O
(,O,O
CsA,O,O
),O,O
",",O,O
transforming,B,O
growth,I,O
factor,I,O
-,I,O
beta,I,O
",",O,O
cycloheximide,O,O
",",O,O
genistein,O,O
",",O,O
and,O,O
staurosporine,O,O
A,O,O
",",O,O
were,O,O
used,O,O
in,O,O
analyzing,O,O
the,O,O
effects,O,O
of,O,O
IL,B,B
-,I,I
2,I,I
and,O,O
IL,B,B
-,I,I
12,I,I
on,O,O
NK3,O,O
.,O,O
cells,O,O
.,O,O
In,O,O
addition,O,O
",",O,O
IL,B,B
-,I,I
2,I,I
but,O,O
not,O,O
IL,B,B
-,I,I
12,I,I
induced,O,O
nuclear,B,O
factors,I,O
NF,B,B
-,I,I
kappa,I,I
B,I,I
and,O,O
AP1,B,O
",",O,O
and,O,O
regulation,O,O
of,O,O
the,O,O
nuclear,O,O
levels,O,O
of,O,O
these,O,O
two,O,O
DNA,B,B
binding,I,I
protein,I,I
complexes,I,I
is,O,O
correlated,O,O
with,O,O
IFN,O,B
-,O,I
gamma,O,I
and,O,O
GM,O,B
-,O,I
CSF,O,I
gene,O,I
expression,O,O
.,O,O
One,O,O
substrate,O,O
is,O,O
p95vav,B,B
",",O,O
which,O,O
is,O,O
expressed,O,O
exclusively,O,O
in,O,O
hematopoietic,O,B
and,O,O
trophoblast,O,B
cells,O,O
.,O,O
Furthermore,O,O
",",O,O
p95vav,B,B
synergizes,O,O
with,O,O
TCR,B,O
stimulation,O,O
in,O,O
inducing,O,O
NFAT,O,B
-,O,I
and,O,O
interleukin,O,B
-,O,I
2,O,I
-,O,I
dependent,O,O
transcription,O,O
.,O,O
Furthermore,O,O
",",O,O
the,O,O
activating,O,O
function,O,O
of,O,O
p95vav,B,B
is,O,O
blocked,O,O
by,O,O
FK506,O,O
",",O,O
suggesting,O,O
that,O,O
its,O,O
activity,O,O
also,O,O
depends,O,O
on,O,O
calcineurin,B,O
.,O,O
alpha,B,B
B,I,I
is,O,O
the,O,O
mouse,B,O
homologue,I,O
of,O,O
human,B,O
AML1,I,B
gene,I,I
detected,O,O
at,O,O
the,O,O
breakpoints,O,O
of,O,O
t,O,O
(,O,O
8,O,O
;,O,O
21,O,O
),O,O
and,O,O
t,O,O
(,O,O
3,O,O
;,O,O
21,O,O
),O,O
myeloid,O,O
leukemias,O,O
.,O,O
We,O,O
examined,O,O
alpha,B,B
A1,I,I
(,O,O
an,O,O
alpha,B,B
A,I,I
-,I,I
gene,I,I
product,I,I
),O,O
and,O,O
alpha,B,B
B1,I,I
and,O,O
alpha,B,B
B2,I,I
(,O,O
two,O,O
alpha,B,B
B,I,I
-,I,I
encoded,I,I
isomers,I,I
),O,O
for,O,O
their,O,O
effects,O,O
on,O,O
the,O,O
GM,B,O
-,I,O
CSF,I,O
promoter,I,O
.,O,O
Although,O,O
further,O,O
studies,O,O
are,O,O
required,O,O
to,O,O
determine,O,O
the,O,O
precise,O,O
role,O,O
of,O,O
PEBP2,B,O
in,O,O
the,O,O
GM,B,O
-,I,O
CSF,I,O
promoter,O,O
activity,O,O
",",O,O
the,O,O
present,O,O
findings,O,O
suggested,O,O
the,O,O
importance,O,O
of,O,O
the,O,O
relative,O,O
ratio,O,O
of,O,O
different,O,O
PEBP2,B,O
isoforms,I,O
in,O,O
regulating,O,O
the,O,O
levels,O,O
of,O,O
the,O,O
promoter,O,O
activity,O,O
.,O,O
IFN,B,B
-,I,I
gamma,I,I
priming,O,O
of,O,O
monocytes,O,O
enhances,O,O
LPS,O,O
-,O,O
induced,O,O
TNF,B,B
production,O,O
by,O,O
augmenting,O,O
both,O,O
transcription,O,O
and,O,O
MRNA,O,O
stability,O,O
.,O,O
The,O,O
induction,O,O
of,O,O
cytokine,B,O
expression,O,O
in,O,O
monocytes,O,O
/,O,O
macrophages,O,O
by,O,O
bacterial,B,O
endotoxin,I,O
or,O,O
lipopolysaccharide,O,O
is,O,O
a,O,O
critical,O,O
",",O,O
highly,O,O
regulated,O,O
host,O,O
defence,O,O
response,O,O
.,O,O
The,O,O
increased,O,O
transcriptional,O,O
rate,O,O
correlated,O,O
with,O,O
a,O,O
marked,O,O
increase,O,O
in,O,O
nuclear,B,O
factor,I,O
-,I,O
kappa,I,O
B,I,O
activity,O,O
in,O,O
these,O,O
cells,O,O
as,O,O
determined,O,O
by,O,O
electrophoretic,O,O
mobility,O,O
shift,O,O
assay,O,O
using,O,O
a,O,O
consensus,B,O
NF,I,B
-,I,I
kappa,I,I
B,I,I
oligonucleotide,I,I
.,O,O
Consistent,O,O
with,O,O
the,O,O
increased,O,O
mRNA,B,B
stability,O,O
",",O,O
the,O,O
duration,O,O
of,O,O
mRNA,B,B
accumulation,O,O
was,O,O
longer,O,O
following,O,O
LPS,O,O
stimulation,O,O
in,O,O
primed,O,O
monocytes,O,O
",",O,O
in,O,O
addition,O,O
to,O,O
being,O,O
of,O,O
greater,O,O
magnitude,O,O
.,O,O
H,O,O
-,O,O
89,O,O
substantially,O,O
suppressed,O,O
LPS,O,O
-,O,O
induced,O,O
TNF,B,B
mRNA,I,I
accumulation,O,O
in,O,O
unprimed,O,O
cells,O,O
",",O,O
but,O,O
had,O,O
no,O,O
effect,O,O
on,O,O
primed,O,O
monocytes,O,O
following,O,O
LPS,O,O
stimulation,O,O
.,O,O
A,O,O
Myc,B,B
-,I,I
associated,I,I
zinc,I,I
finger,I,I
protein,I,I
binding,I,I
site,I,I
is,O,O
one,O,O
of,O,O
four,O,O
important,O,O
functional,B,O
regions,I,O
in,O,O
the,O,O
CD4,B,B
promoter,I,I
.,O,O
Since,O,O
the,O,O
terminal,O,O
events,O,O
of,O,O
erythropoiesis,O,O
are,O,O
controlled,O,O
by,O,O
the,O,O
glycoprotein,B,B
hormone,I,I
erythropoietin,I,I
(,O,O
Epo,B,O
),O,O
",",O,O
we,O,O
investigated,O,O
whether,O,O
the,O,O
expression,O,O
or,O,O
activity,O,O
of,O,O
the,O,O
TAL1,B,B
gene,I,I
and,O,O
its,O,O
protein,B,B
products,I,I
were,O,O
affected,O,O
by,O,O
Epo,B,O
in,O,O
splenic,O,B
erythroblasts,O,I
from,O,O
mice,O,O
infected,O,O
with,O,O
an,O,O
anemia,O,O
-,O,O
inducing,O,O
strain,O,O
of,O,O
Friend,O,B
virus,O,I
(,O,O
FVA,O,O
cells,O,O
),O,O
.,O,O
The,O,O
role,O,O
of,O,O
shared,B,O
receptor,I,O
motifs,I,O
and,O,O
common,B,O
Stat,I,O
proteins,I,O
in,O,O
the,O,O
generation,O,O
of,O,O
cytokine,B,O
pleiotropy,O,O
and,O,O
redundancy,O,O
by,O,O
IL,B,B
-,I,I
2,I,I
",",O,O
IL,B,B
-,I,I
4,I,I
",",O,O
IL,B,B
-,I,I
7,I,I
",",O,O
IL,B,B
-,I,I
13,I,I
",",O,O
and,O,O
IL,B,B
-,I,I
15,I,I
.,O,O
IL,B,B
-,I,I
13,I,I
Induced,O,O
the,O,O
same,O,O
complexes,O,O
as,O,O
IL,B,B
-,I,I
4,I,I
",",O,O
a,O,O
finding,O,O
explained,O,O
by,O,O
our,O,O
studies,O,O
implicating,O,O
IL,B,B
-,I,I
4R,I,I
as,O,O
a,O,O
shared,O,O
component,O,O
of,O,O
the,O,O
receptors,B,O
.,O,O
Control,O,O
of,O,O
I,B,B
kappa,I,I
B,I,I
-,I,I
alpha,I,I
proteolysis,O,O
by,O,O
site,O,O
-,O,O
specific,O,O
",",O,O
signal,O,O
-,O,O
induced,O,O
phosphorylation,O,O
.,O,O
When,O,O
either,O,O
serine,O,B
-,O,I
32,O,I
or,O,O
serine,O,B
-,O,I
36,O,I
of,O,O
I,B,B
kappa,I,I
B,I,I
-,I,I
alpha,I,I
was,O,O
mutated,O,O
",",O,O
the,O,O
protein,O,O
did,O,O
not,O,O
undergo,O,O
signal,O,O
-,O,O
induced,O,O
phosphorylation,O,O
or,O,O
degradation,O,O
",",O,O
and,O,O
NF,B,B
-,I,I
kappa,I,I
B,I,I
could,O,O
not,O,O
be,O,O
activated,O,O
.,O,O
Regulation,O,O
of,O,O
transcription,O,O
of,O,O
the,O,O
human,B,B
erythropoietin,I,I
receptor,I,I
gene,I,O
by,O,O
proteins,O,O
binding,O,O
to,O,O
GATA,B,B
-,I,I
1,I,I
and,I,O
Sp1,I,B
motifs,I,O
.,O,O
Erythropoietin,B,B
(,O,O
Epo,B,O
),O,O
",",O,O
the,O,O
primary,O,O
regulator,O,O
of,O,O
the,O,O
production,O,O
of,O,O
erythroid,O,B
cells,O,I
",",O,O
acts,O,O
by,O,O
binding,O,O
to,O,O
a,O,O
cell,B,O
surface,I,O
receptor,I,O
(,O,O
EpoR,B,B
),O,O
on,O,O
erythroid,O,O
progenitors,O,O
.,O,O
Interestingly,O,O
",",O,O
when,O,O
we,O,O
mutated,O,O
the,O,O
Sp1,B,O
site,I,O
",",O,O
resulting,O,O
in,O,O
a,O,O
marked,O,O
decrease,O,O
in,O,O
hEpoR,B,B
promoter,I,O
activity,O,O
",",O,O
we,O,O
could,O,O
restore,O,O
transactivation,O,O
by,O,O
increasing,O,O
GATA,B,B
-,I,I
1,I,I
levels,O,O
in,O,O
OCIM1,O,O
cells,O,O
.,O,O
These,O,O
data,O,O
suggest,O,O
that,O,O
while,O,O
GATA,B,B
-,I,I
1,I,I
can,O,O
transactivate,O,O
the,O,O
EpoR,B,B
promoter,I,O
",",O,O
the,O,O
level,O,O
of,O,O
hEpoR,B,B
gene,I,I
expression,O,O
does,O,O
not,O,O
depend,O,O
on,O,O
GATA,B,O
-,I,O
1,I,O
alone,O,O
.,O,O
The,O,O
deduced,O,O
amino,O,O
acid,O,O
sequence,O,O
similarity,O,O
to,O,O
the,O,O
proteins,O,O
encoded,O,O
by,O,O
these,O,O
two,O,O
latter,O,O
genes,O,O
is,O,O
approximately,O,O
65,O,O
%,O,O
and,O,O
includes,O,O
domains,O,O
and,O,O
amino,O,O
acid,O,O
residues,O,O
(,O,O
the,O,O
leucine,B,O
zipper,I,O
-,I,O
like,I,O
and,O,O
the,O,O
RGD,B,O
domain,I,O
",",O,O
a,O,O
serine,O,O
and,O,O
a,O,O
histidine,O,O
residue,O,O
in,O,O
the,O,O
NH2,B,O
-,I,O
and,O,O
in,O,O
the,O,O
COOH,B,O
-,I,O
terminal,I,O
portion,I,O
of,O,O
the,O,O
protein,O,O
",",O,O
respectively,O,O
),O,O
postulated,O,O
to,O,O
be,O,O
important,O,O
for,O,O
nm23,B,O
function,O,O
.,O,O
Treatment,O,O
of,O,O
U937,O,O
with,O,O
IFN,B,B
-,I,I
gamma,I,I
for,O,O
9,O,O
hr,O,O
in,O,O
the,O,O
presence,O,O
of,O,O
cycloheximide,O,O
led,O,O
to,O,O
super,O,O
-,O,O
induction,O,O
of,O,O
Fc,B,B
gamma,I,I
RI,I,I
expression,O,O
.,O,O
Genomic,O,O
sequence,O,O
upstream,O,O
of,O,O
the,O,O
Fc,B,B
gamma,I,I
RIC,I,I
gene,I,O
was,O,O
cloned,O,O
and,O,O
subjected,O,O
to,O,O
primer,O,O
extension,O,O
analysis,O,O
",",O,O
which,O,O
demonstrated,O,O
a,O,O
single,O,O
transcription,B,O
initiation,I,O
site,I,O
without,O,O
a,O,O
TATA,B,B
box,I,I
.,O,O
Double,B,O
-,I,O
stranded,I,O
GIRE,I,O
sequence,I,O
",",O,O
but,O,O
not,O,O
a,O,O
scrambled,B,O
sequence,I,O
",",O,O
was,O,O
specifically,O,O
bound,O,O
by,O,O
nuclear,B,B
proteins,I,I
from,O,O
IFN,O,B
-,O,I
gamma,O,I
treated,O,O
U937,O,O
cells,O,O
.,O,O
The,O,O
Fc,B,O
gamma,I,O
RIC,I,O
GIRE,I,O
is,O,O
homologous,O,O
to,O,O
the,O,O
IFN,B,B
-,I,I
gamma,I,I
activation,I,O
sequence,I,O
(,O,O
GAS,B,O
),O,O
of,O,O
the,O,O
guanylate,B,O
binding,I,O
protein,I,O
and,O,O
to,O,O
X,B,O
box,I,O
elements,I,O
of,O,O
class,B,O
II,I,O
MHC,I,O
genes,I,O
.,O,O
In,O,O
HTLV,O,B
-,O,I
I,O,I
-,O,I
infected,O,O
cord,O,O
blood,O,O
lymphocytes,O,O
",",O,O
the,O,O
transition,O,O
from,O,O
IL,B,B
-,I,I
2,I,I
-,O,I
dependent,O,O
to,O,O
IL,B,B
-,I,I
2,I,I
-,O,I
independent,O,O
growth,O,O
correlated,O,O
with,O,O
the,O,O
acquisition,O,O
of,O,O
a,O,O
constitutively,O,O
activated,O,O
Jak,B,B
-,B,I
STAT,I,I
pathway,O,I
",",O,O
which,O,O
suggests,O,O
that,O,O
this,O,O
pathway,O,O
participates,O,O
in,O,O
HTLV,O,B
-,O,I
I,O,I
-,O,I
mediated,O,O
T,O,O
cell,O,O
transformation,O,O
.,O,O
Nitric,O,O
oxide,O,O
selectively,O,O
reduces,O,O
endothelial,O,O
expression,O,O
of,O,O
adhesion,B,O
molecules,I,O
and,O,O
proinflammatory,B,O
cytokines,I,O
.,O,O
In,O,O
a,O,O
concentration,O,O
-,O,O
dependent,O,O
manner,O,O
",",O,O
NO,O,B
inhibited,O,O
interleukin,B,B
(,I,O
IL,I,O
),I,O
-,I,O
1,I,O
alpha,O,O
-,O,O
stimulated,O,O
VCAM,B,B
-,I,I
1,I,I
expression,O,O
by,O,O
35,O,O
-,O,O
55,O,O
%,O,O
as,O,O
determined,O,O
by,O,O
cell,O,O
surface,O,O
enzyme,O,O
immunoassays,O,O
and,O,O
flow,O,O
cytometry,O,O
.,O,O
Inhibition,O,O
of,O,O
endogenous,O,O
NO,O,B
production,O,O
by,O,O
L,O,O
-,O,O
N,O,O
-,O,O
monomethyl,O,O
-,O,O
arginine,O,O
also,O,O
induced,O,O
the,O,O
expression,O,O
of,O,O
VCAM,B,B
-,I,I
1,I,I
",",O,O
but,O,O
did,O,O
not,O,O
augment,O,O
cytokine,O,O
-,O,O
induced,O,O
VCAM,B,B
-,I,I
1,I,I
expression,O,O
.,O,O
Murine,B,O
macrophage,I,O
inflammatory,I,O
protein,I,B
1,I,I
alpha,I,I
(,O,O
MIP,B,O
-,I,O
1,I,O
alpha,I,O
),O,O
and,O,O
its,O,O
human,B,O
equivalent,I,O
(,O,O
GOS19,B,O
",",O,O
LD78,B,O
",",O,O
or,O,O
AT464,B,O
),O,O
are,O,O
members,O,O
of,O,O
the,O,O
-,B,O
C,I,O
-,I,O
C,I,O
family,I,O
of,O,O
low,B,O
-,I,O
molecular,I,O
-,I,O
weight,I,O
chemokines,I,O
.,O,O
It,O,O
also,O,O
induces,O,O
chemotaxis,O,O
and,O,O
inflammatory,O,O
responses,O,O
in,O,O
mature,O,O
cell,O,O
types,O,O
.,O,O
One,O,O
member,O,O
",",O,O
ICK,B,O
-,I,O
1A,I,O
",",O,O
behaves,O,O
as,O,O
a,O,O
strong,B,O
negative,I,O
regulator,I,O
.,O,O
We,O,O
provide,O,O
evidence,O,O
for,O,O
an,O,O
additional,O,O
binding,B,O
site,I,O
",",O,O
the,O,O
MIP,B,B
-,I,I
1,I,I
alpha,I,I
nuclear,I,O
protein,I,O
(,I,O
MNP,I,O
),I,O
site,I,O
",",O,O
which,O,O
overlaps,O,O
the,O,O
ICK,B,B
-,I,I
1,I,I
site,I,I
.,O,O
The,O,O
signal,O,O
is,O,O
subsequently,O,O
propagated,O,O
through,O,O
the,O,O
activation,O,O
of,O,O
Raf,B,B
-,I,I
1,I,I
",",O,O
MEK,B,B
",",O,O
and,O,O
MAP,B,B
kinases,I,I
as,O,O
shown,O,O
by,O,O
their,O,O
increased,O,O
autophosphorylation,O,O
in,O,O
vitro,O,O
and,O,O
phosphorylation,O,O
in,O,O
situ,O,O
.,O,O
We,O,O
conclude,O,O
that,O,O
IL,B,B
-,I,I
5,I,I
induced,O,O
signals,O,O
are,O,O
propagated,O,O
through,O,O
two,O,O
distinct,O,O
pathways,O,O
:,O,O
(,O,O
1,O,O
),O,O
Lyn,B,O
-,O,O
-,O,O
>,O,O
Ras,B,O
-,O,O
-,O,O
>,O,O
Raf,B,O
-,I,O
1,I,O
-,O,O
-,O,O
>,O,O
MEK,B,O
-,O,O
-,O,O
>,O,O
MAP,B,O
kinase,I,O
and,O,O
(,O,O
2,O,O
),O,O
Jak2,B,O
-,O,O
-,O,O
>,O,O
STAT1,B,O
.,O,O
The,O,O
retinoblastoma,B,O
gene,I,O
product,I,O
negatively,O,O
regulates,O,O
transcriptional,O,O
activation,O,O
mediated,O,O
by,O,O
the,O,O
human,B,O
cytomegalovirus,I,O
IE2,I,O
protein,I,O
.,O,O
We,O,O
found,O,O
that,O,O
the,O,O
retinoblastoma,B,B
susceptibility,I,I
gene,I,I
product,I,I
(,O,O
Rb,B,O
),O,O
dramatically,O,O
suppressed,O,O
this,O,O
IE2,B,O
transactivation,O,O
of,O,O
various,B,O
promoters,I,O
.,O,O
However,O,O
",",O,O
the,O,O
relationship,O,O
remains,O,O
controversial,O,O
according,O,O
to,O,O
the,O,O
tumor,O,B
cell,O,I
types,O,I
and,O,O
experimental,O,O
system,O,O
",",O,O
with,O,O
conflicting,O,O
results,O,O
from,O,O
different,O,O
research,O,O
groups,O,O
.,O,O
And,O,O
there,O,O
was,O,O
no,O,O
statistically,O,O
significant,O,O
difference,O,O
in,O,O
NDP,B,B
kinase,I,I
expression,O,O
between,O,O
SCC,O,O
with,O,O
metastasis,O,O
and,O,O
SCC,O,O
without,O,O
metastasis,O,O
